quantity	injected	recovered	ci_low	ci_high	estimand_truth	estimand_recovered	relative_bias	status	scope_status	scope_reason	ci_contains_injected	predicted_bias_direction	predicted_bias_magnitude	directional_check	near_tier_boundary	reason
ddr_signaling_luma_joint_LR	6.204176316151221				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_luma_product_of_marginals_LR	22.794454498384997				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_luma_joint_vs_marginal_inflation_ratio	0.2721791967687049				LR_RATIO			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_lumb_wt_lost_direction_LR	2.137348544853484				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_lumb_gis_score_LR	2.7235909709691692				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_lumb_sbs3_exposure_LR	3.9157230519927206				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_lumb_joint_LR	6.204176316151221				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_lumb_product_of_marginals_LR	22.794454498384997				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_lumb_joint_vs_marginal_inflation_ratio	0.2721791967687049				LR_RATIO			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_her2e_wt_lost_direction_LR	2.137348544853484				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_her2e_gis_score_LR	2.7235909709691692				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_her2e_sbs3_exposure_LR	3.9157230519927206				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_her2e_joint_LR	6.204176316151221				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_her2e_product_of_marginals_LR	22.794454498384997				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_her2e_joint_vs_marginal_inflation_ratio	0.2721791967687049				LR_RATIO			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_basal_wt_lost_direction_LR	1.903747064591609				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_basal_gis_score_LR	1.179249299051949				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_basal_sbs3_exposure_LR	3.0192244688065695				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_basal_joint_LR	3.0797317819704992				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_basal_product_of_marginals_LR	6.778135960676803				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_basal_joint_vs_marginal_inflation_ratio	0.45436264480935334				LR_RATIO			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_normal_like_wt_lost_direction_LR	2.137348544853484				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_normal_like_gis_score_LR	2.7235909709691692				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_normal_like_sbs3_exposure_LR	3.9157230519927206				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_normal_like_joint_LR	6.204176316151221				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_normal_like_product_of_marginals_LR	22.794454498384997				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
ddr_signaling_normal_like_joint_vs_marginal_inflation_ratio	0.2721791967687049				LR_RATIO			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_full_vector_joint_LR	1.0				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_full_vector_product_of_marginals_LR	1.0				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_full_vector_inflation_ratio	1.0				LR_RATIO			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_luma_full_vector_joint_LR	1.0				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_luma_full_vector_product_of_marginals_LR	1.0				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_luma_full_vector_inflation_ratio	1.0				LR_RATIO			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_lumb_full_vector_joint_LR	1.0				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_lumb_full_vector_product_of_marginals_LR	1.0				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_lumb_full_vector_inflation_ratio	1.0				LR_RATIO			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_her2e_full_vector_joint_LR	1.0				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_her2e_full_vector_product_of_marginals_LR	1.0				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_her2e_full_vector_inflation_ratio	1.0				LR_RATIO			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_basal_full_vector_joint_LR	1.0				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_basal_full_vector_product_of_marginals_LR	1.0				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_basal_full_vector_inflation_ratio	1.0				LR_RATIO			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_normal_like_full_vector_joint_LR	1.0				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
null_arm_normal_like_full_vector_product_of_marginals_LR	1.0				LR			BLOCKED	NOT_IN_SCOPE	out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.						out of scope for this task's production_v2 gate6 run, which recovers only the 2 pooled joint_LR quantities as a representative, tractable subset of the 24 quantities REACHABILITY_TABLE.tsv marks NEWLY_REACHABLE -- not a claim this quantity is unreachable, see REACHABILITY_TABLE.tsv for its actual classification.
