sample_id	gene	gene_group	pam50_subtype	purity	ploidy	wgd	normal_depth	purity_bin	depth_regime	gis_score
SIM-01471	RAD51B	CORE_HR	LumB	0.6606	1.6516	False	49	HIGH	MID	55.0277
SIM-01472	RAD51D	CORE_HR	LumA	0.8135	3.9269	True	48	HIGH	MID	60.6227
SIM-01473	RAD54L	CORE_HR	LumA	0.6757	5.3334	True	32	HIGH	MID	47.0417
SIM-01474	BARD1	CORE_HR	HER2E	0.6647	4.8312	False	47	HIGH	MID	50.7116
SIM-01475	RAD51D	CORE_HR	LumA	0.9082	2.1195	True	43	HIGH	MID	55.8999
SIM-01476	RAD51C	CORE_HR	LumB	0.6562	5.4133	True	31	HIGH	MID	75.0975
SIM-01477	RAD51C	CORE_HR	HER2E	0.8891	3.9649	False	59	HIGH	MID	51.0344
SIM-01478	RAD54L	CORE_HR	LumA	0.9156	3.7149	True	38	HIGH	MID	41.5678
SIM-01479	RAD51D	CORE_HR	LumB	0.6512	1.5673	True	45	HIGH	MID	34.7922
SIM-01480	BARD1	CORE_HR	LumA	0.7891	4.708	False	37	HIGH	MID	49.77
SIM-01481	BRIP1	CORE_HR	Basal	0.7186	3.7063	False	60	HIGH	MID	68.288
SIM-01482	BRCA2	CORE_HR	LumB	0.9078	3.4413	False	33	HIGH	MID	60.872
SIM-01483	BARD1	CORE_HR	LumA	0.6544	3.8298	False	44	HIGH	MID	45.743
SIM-01484	RAD54L	CORE_HR	LumA	0.7563	2.3872	False	36	HIGH	MID	50.5449
SIM-01485	RAD51B	CORE_HR	LumA	0.8472	3.3361	True	38	HIGH	MID	59.7137
SIM-01486	BRCA2	CORE_HR	LumB	0.7506	2.9995	False	45	HIGH	MID	43.6737
SIM-01487	BRIP1	CORE_HR	Basal	0.6669	1.6009	False	43	HIGH	MID	63.8292
SIM-01488	BRCA1	CORE_HR	LumB	0.7174	2.2442	False	47	HIGH	MID	57.5971
SIM-01489	BRCA2	CORE_HR	HER2E	0.8605	4.7889	False	43	HIGH	MID	49.4355
SIM-01490	BRIP1	CORE_HR	LumA	0.6776	5.0919	False	27	HIGH	MID	75.1517
SIM-01491	RAD54L	CORE_HR	LumB	0.8103	2.0808	False	35	HIGH	MID	63.6735
SIM-01492	RAD51D	CORE_HR	LumA	0.7684	1.7187	False	38	HIGH	MID	51.9556
SIM-01493	RAD54L	CORE_HR	Basal	0.7707	2.8765	False	28	HIGH	MID	71.8398
SIM-01494	BARD1	CORE_HR	Basal	0.7978	3.9165	False	38	HIGH	MID	67.7897
SIM-01495	RAD51B	CORE_HR	LumA	0.7167	5.4557	False	39	HIGH	MID	70.9713
SIM-01496	BARD1	CORE_HR	LumB	0.7403	2.5033	True	42	HIGH	MID	20.446
SIM-01497	RAD51C	CORE_HR	Basal	0.6797	1.9303	True	39	HIGH	MID	22.3239
SIM-01498	BRCA2	CORE_HR	LumA	0.9143	3.749	False	56	HIGH	MID	36.3647
SIM-01499	BRCA2	CORE_HR	LumA	0.7886	2.2527	False	39	HIGH	MID	59.5139
SIM-01500	RAD51D	CORE_HR	HER2E	0.6973	2.9402	False	42	HIGH	MID	49.8772
SIM-01501	BRIP1	CORE_HR	LumB	0.9276	3.2916	True	48	HIGH	MID	53.4387
SIM-01502	BARD1	CORE_HR	LumA	0.7982	5.2015	False	48	HIGH	MID	73.1466
SIM-01503	BRCA1	CORE_HR	HER2E	0.8583	3.8897	False	45	HIGH	MID	52.0296
SIM-01504	BRCA1	CORE_HR	LumB	0.7834	2.2194	False	36	HIGH	MID	23.1305
SIM-01505	RAD51D	CORE_HR	LumA	0.8567	2.3876	False	44	HIGH	MID	27.8598
SIM-01506	BRIP1	CORE_HR	HER2E	0.8862	3.142	False	50	HIGH	MID	31.0715
SIM-01507	BRCA1	CORE_HR	LumA	0.8237	1.9674	False	43	HIGH	MID	42.6578
SIM-01508	RAD51C	CORE_HR	LumA	0.7696	2.4209	False	36	HIGH	MID	28.0501
SIM-01509	RAD54L	CORE_HR	LumA	0.8206	4.622	False	36	HIGH	MID	46.6345
SIM-01510	RAD54L	CORE_HR	HER2E	0.8809	5.4463	True	36	HIGH	MID	58.5527
SIM-01511	BARD1	CORE_HR	Basal	0.7699	3.812	True	44	HIGH	MID	68.5262
SIM-01512	RAD51C	CORE_HR	LumA	0.7672	4.0925	False	48	HIGH	MID	44.74
SIM-01513	BARD1	CORE_HR	Basal	0.7021	5.4451	False	43	HIGH	MID	36.7474
SIM-01514	RAD51B	CORE_HR	LumA	0.879	5.3545	False	48	HIGH	MID	64.5313
SIM-01515	RAD51D	CORE_HR	LumA	0.7157	2.1948	False	37	HIGH	MID	8.8321
SIM-01516	RAD54L	CORE_HR	LumA	0.8897	1.7688	False	27	HIGH	MID	60.4418
SIM-01517	BRCA2	CORE_HR	Basal	0.8147	2.7986	True	40	HIGH	MID	72.6365
SIM-01518	PALB2	CORE_HR	Basal	0.9293	1.5645	False	40	HIGH	MID	48.9477
SIM-01519	RAD51B	CORE_HR	LumA	0.8814	4.8345	False	28	HIGH	MID	57.4875
SIM-01520	BARD1	CORE_HR	LumA	0.8335	3.5146	False	37	HIGH	MID	28.4681
SIM-01521	RAD54L	CORE_HR	LumA	0.9161	5.2805	False	47	HIGH	MID	44.5498
SIM-01522	RAD51D	CORE_HR	LumA	0.869	3.4655	False	41	HIGH	MID	14.9365
SIM-01523	RAD51D	CORE_HR	LumA	0.8401	2.6023	False	44	HIGH	MID	29.7343
SIM-01524	PALB2	CORE_HR	LumB	0.7611	4.3892	True	42	HIGH	MID	71.8201
SIM-01525	BRIP1	CORE_HR	LumA	0.9357	3.0152	False	50	HIGH	MID	39.2682
SIM-01526	BRCA1	CORE_HR	LumB	0.6782	1.8672	False	38	HIGH	MID	44.0109
SIM-01527	BRIP1	CORE_HR	HER2E	0.7571	4.6982	True	45	HIGH	MID	42.1782
SIM-01528	RAD51D	CORE_HR	LumA	0.7574	3.5505	False	37	HIGH	MID	55.5652
SIM-01529	PALB2	CORE_HR	LumB	0.689	3.9901	False	46	HIGH	MID	57.7332
SIM-01530	BARD1	CORE_HR	LumB	0.8237	5.1865	False	39	HIGH	MID	71.7841
SIM-01531	BRIP1	CORE_HR	LumB	0.7471	3.4141	False	45	HIGH	MID	27.189
SIM-01532	BRCA2	CORE_HR	Basal	0.6925	4.0649	False	44	HIGH	MID	74.979
SIM-01533	BRIP1	CORE_HR	Basal	0.7822	1.9086	False	43	HIGH	MID	64.7945
SIM-01534	BARD1	CORE_HR	Basal	0.6828	2.0539	False	41	HIGH	MID	51.436
SIM-01535	RAD54L	CORE_HR	LumB	0.8501	4.5778	False	36	HIGH	MID	23.2504
SIM-01536	BARD1	CORE_HR	LumA	0.6845	3.0685	False	32	HIGH	MID	78.2555
SIM-01537	RAD51C	CORE_HR	LumA	0.7148	1.6039	True	44	HIGH	MID	54.2778
SIM-01538	RAD51B	CORE_HR	LumA	0.7328	4.3845	False	38	HIGH	MID	54.2705
SIM-01539	RAD51C	CORE_HR	Basal	0.9018	4.4297	False	49	HIGH	MID	34.7455
SIM-01540	BARD1	CORE_HR	LumA	0.8103	3.1698	False	38	HIGH	MID	67.7368
SIM-01541	BARD1	CORE_HR	LumB	0.8222	4.4857	True	39	HIGH	MID	32.5123
SIM-01542	BARD1	CORE_HR	LumB	0.8814	3.9607	False	40	HIGH	MID	46.8041
SIM-01543	BARD1	CORE_HR	LumB	0.6639	2.0662	True	51	HIGH	MID	51.1936
SIM-01544	BRCA2	CORE_HR	LumA	0.918	1.7944	False	58	HIGH	MID	57.0862
SIM-01545	BARD1	CORE_HR	Basal	0.6918	2.8914	True	44	HIGH	MID	55.0085
SIM-01546	BRCA2	CORE_HR	HER2E	0.7394	2.7987	False	30	HIGH	MID	46.9389
SIM-01547	BRCA1	CORE_HR	Basal	0.7706	4.8005	True	55	HIGH	MID	77.0949
SIM-01548	RAD51C	CORE_HR	LumB	0.9026	2.7522	True	49	HIGH	MID	54.1898
SIM-01549	PALB2	CORE_HR	HER2E	0.8653	3.8632	True	47	HIGH	MID	39.2128
SIM-01550	BRCA2	CORE_HR	LumB	0.7254	5.202	True	27	HIGH	MID	49.1318
SIM-01551	RAD51B	CORE_HR	LumA	0.9386	1.6483	False	42	HIGH	MID	36.0572
SIM-01552	RAD51C	CORE_HR	LumA	0.949	3.4208	True	27	HIGH	MID	47.1495
SIM-01553	RAD51C	CORE_HR	LumA	0.7028	3.2968	False	20	HIGH	MID	62.3939
SIM-01554	PALB2	CORE_HR	LumA	0.7882	4.448	True	37	HIGH	MID	41.3885
SIM-01555	BRCA1	CORE_HR	LumA	0.818	4.1204	False	43	HIGH	MID	67.1958
SIM-01556	BRCA1	CORE_HR	Basal	0.7351	5.1558	False	54	HIGH	MID	50.5067
SIM-01557	PALB2	CORE_HR	LumB	0.7264	2.1171	False	34	HIGH	MID	36.1802
SIM-01558	BARD1	CORE_HR	LumB	0.7246	2.1482	False	26	HIGH	MID	46.6812
SIM-01559	RAD51B	CORE_HR	LumA	0.7915	5.0846	True	34	HIGH	MID	47.5454
SIM-01560	RAD51B	CORE_HR	Basal	0.8973	4.1728	False	41	HIGH	MID	55.2799
SIM-01561	BRCA1	CORE_HR	LumA	0.7286	5.1867	False	26	HIGH	MID	24.7244
SIM-01562	BRIP1	CORE_HR	LumB	0.7732	2.5255	False	41	HIGH	MID	40.3401
SIM-01563	BRCA2	CORE_HR	LumB	0.8151	3.646	True	30	HIGH	MID	49.7222
SIM-01564	BRIP1	CORE_HR	LumA	0.6871	4.3513	False	53	HIGH	MID	42.2567
SIM-01565	BRCA2	CORE_HR	LumA	0.7956	3.8497	False	22	HIGH	MID	52.9203
SIM-01566	RAD54L	CORE_HR	Normal-like	0.7606	3.3964	False	38	HIGH	MID	52.2389
SIM-01567	BARD1	CORE_HR	HER2E	0.6622	1.9447	False	39	HIGH	MID	81.1552
SIM-01568	RAD51D	CORE_HR	Normal-like	0.9429	4.5501	False	50	HIGH	MID	42.8944
SIM-01569	BRIP1	CORE_HR	HER2E	0.6964	5.293	False	48	HIGH	MID	47.209
SIM-01570	PALB2	CORE_HR	Basal	0.9156	5.3585	False	28	HIGH	MID	56.3566
SIM-01571	RAD51B	CORE_HR	Basal	0.6923	5.1577	True	40	HIGH	MID	61.9165
SIM-01572	BRCA1	CORE_HR	Basal	0.8137	4.6256	False	45	HIGH	MID	55.1071
SIM-01573	BRCA2	CORE_HR	LumB	0.7764	3.4956	True	52	HIGH	MID	56.9632
SIM-01574	RAD51B	CORE_HR	LumB	0.8446	3.3492	False	36	HIGH	MID	45.5921
SIM-01575	RAD54L	CORE_HR	LumA	0.8159	1.91	False	46	HIGH	MID	39.5655
SIM-01576	BRCA1	CORE_HR	LumA	0.8541	2.8472	False	40	HIGH	MID	42.4256
SIM-01577	RAD51B	CORE_HR	LumA	0.6799	2.1978	True	23	HIGH	MID	48.4735
SIM-01578	RAD51D	CORE_HR	LumA	0.8402	3.878	True	38	HIGH	MID	41.0399
SIM-01579	BRCA1	CORE_HR	Basal	0.7087	5.4638	False	46	HIGH	MID	56.8773
SIM-01580	BRIP1	CORE_HR	LumA	0.6698	3.3634	True	43	HIGH	MID	36.9629
SIM-01581	BRIP1	CORE_HR	LumA	0.7923	2.6026	True	28	HIGH	MID	59.6502
SIM-01582	RAD51D	CORE_HR	Normal-like	0.6905	2.0522	False	37	HIGH	MID	47.4763
SIM-01583	RAD54L	CORE_HR	LumB	0.7151	2.5871	False	29	HIGH	MID	47.8474
SIM-01584	BRCA1	CORE_HR	Basal	0.7534	3.1634	False	46	HIGH	MID	65.6819
SIM-01585	BRCA1	CORE_HR	LumA	0.8887	1.8515	False	44	HIGH	MID	47.3471
SIM-01586	BARD1	CORE_HR	LumB	0.659	3.918	False	33	HIGH	MID	37.3439
SIM-01587	BRIP1	CORE_HR	Basal	0.6731	5.0871	False	43	HIGH	MID	100.0843
SIM-01588	RAD54L	CORE_HR	LumB	0.6798	3.7144	False	38	HIGH	MID	41.8009
SIM-01589	PALB2	CORE_HR	LumB	0.8396	2.2492	False	42	HIGH	MID	35.0499
SIM-01590	BRIP1	CORE_HR	LumB	0.7527	3.6845	False	39	HIGH	MID	52.6968
SIM-01591	BRCA2	CORE_HR	Normal-like	0.7388	4.5652	True	46	HIGH	MID	51.9702
SIM-01592	RAD51C	CORE_HR	LumA	0.8056	3.9027	False	31	HIGH	MID	28.6367
SIM-01593	BRCA2	CORE_HR	LumB	0.8477	5.3434	True	40	HIGH	MID	36.9451
SIM-01594	RAD51B	CORE_HR	LumA	0.8127	1.5255	False	33	HIGH	MID	25.7781
SIM-01595	RAD54L	CORE_HR	LumA	0.7846	4.8012	False	37	HIGH	MID	34.2984
SIM-01596	BRCA2	CORE_HR	LumA	0.8187	2.6097	False	39	HIGH	MID	55.929
SIM-01597	BRCA1	CORE_HR	Basal	0.7804	5.0495	False	38	HIGH	MID	55.2225
SIM-01598	BRCA2	CORE_HR	Normal-like	0.7211	3.3805	False	31	HIGH	MID	24.3577
SIM-01599	BRCA1	CORE_HR	LumA	0.6738	3.9841	False	43	HIGH	MID	35.3121
SIM-01600	RAD54L	CORE_HR	Basal	0.804	1.8486	True	49	HIGH	MID	68.9919
SIM-01601	PALB2	CORE_HR	Normal-like	0.8021	5.2631	True	47	HIGH	MID	45.038
SIM-01602	BRCA1	CORE_HR	LumB	0.6683	3.4222	False	41	HIGH	MID	41.1954
SIM-01603	RAD54L	CORE_HR	Basal	0.7619	3.8978	False	49	HIGH	MID	39.0611
SIM-01604	RAD51C	CORE_HR	LumA	0.6715	1.9828	True	41	HIGH	MID	39.6625
SIM-01605	BRIP1	CORE_HR	LumB	0.7789	3.8978	True	46	HIGH	MID	71.9198
SIM-01606	BRCA2	CORE_HR	LumA	0.8255	2.8817	False	29	HIGH	MID	75.9854
SIM-01607	RAD51D	CORE_HR	LumB	0.9412	2.5595	False	25	HIGH	MID	59.2343
SIM-01608	RAD51D	CORE_HR	Basal	0.6878	4.9734	False	35	HIGH	MID	47.5819
SIM-01609	PALB2	CORE_HR	LumA	0.9375	1.6984	False	42	HIGH	MID	50.9525
SIM-01610	BARD1	CORE_HR	LumA	0.8043	4.4846	True	29	HIGH	MID	47.1996
SIM-01611	RAD51D	CORE_HR	LumA	0.8855	2.2822	True	48	HIGH	MID	34.0302
SIM-01612	BRCA2	CORE_HR	HER2E	0.8849	3.095	False	41	HIGH	MID	44.5774
SIM-01613	BRCA2	CORE_HR	HER2E	0.6979	5.1517	False	47	HIGH	MID	38.243
SIM-01614	PALB2	CORE_HR	LumA	0.8245	3.2687	False	58	HIGH	MID	55.9942
SIM-01615	RAD51D	CORE_HR	LumB	0.7004	1.7841	False	40	HIGH	MID	49.5482
SIM-01616	RAD51C	CORE_HR	LumA	0.7014	3.6994	False	32	HIGH	MID	48.2199
SIM-01617	BARD1	CORE_HR	LumA	0.7189	3.3814	True	46	HIGH	MID	52.4436
SIM-01618	BARD1	CORE_HR	LumA	0.7863	3.5668	False	40	HIGH	MID	55.135
SIM-01619	RAD51B	CORE_HR	LumA	0.9097	2.13	False	49	HIGH	MID	34.7369
SIM-01620	RAD51C	CORE_HR	Basal	0.7364	5.4131	True	30	HIGH	MID	35.1829
SIM-01621	BRCA2	CORE_HR	Normal-like	0.7255	2.0438	False	46	HIGH	MID	60.5304
SIM-01622	PALB2	CORE_HR	HER2E	0.7769	2.827	False	46	HIGH	MID	36.7187
SIM-01623	RAD54L	CORE_HR	LumA	0.9273	3.2059	False	41	HIGH	MID	31.5559
SIM-01624	BRCA2	CORE_HR	LumA	0.8136	5.0002	False	41	HIGH	MID	32.1798
SIM-01625	RAD54L	CORE_HR	Basal	0.8399	2.027	False	41	HIGH	MID	58.8069
SIM-01626	BRIP1	CORE_HR	LumA	0.8416	1.8177	False	48	HIGH	MID	58.6926
SIM-01627	BRCA2	CORE_HR	LumA	0.9251	4.0957	False	41	HIGH	MID	43.4116
SIM-01628	RAD54L	CORE_HR	LumA	0.8084	4.2196	False	38	HIGH	MID	54.7008
SIM-01629	BARD1	CORE_HR	HER2E	0.9059	5.0894	True	36	HIGH	MID	54.7179
SIM-01630	PALB2	CORE_HR	LumA	0.9266	2.0029	False	43	HIGH	MID	42.7564
SIM-01631	RAD54L	CORE_HR	LumA	0.9457	4.4379	True	33	HIGH	MID	32.012
SIM-01632	PALB2	CORE_HR	LumB	0.8935	4.5994	True	48	HIGH	MID	40.7081
SIM-01633	RAD51B	CORE_HR	LumB	0.8806	5.4972	True	37	HIGH	HIGH	30.3727
SIM-01634	BARD1	CORE_HR	LumB	0.725	3.4953	False	55	HIGH	HIGH	80.8655
SIM-01635	RAD51B	CORE_HR	Basal	0.8756	5.2026	False	42	HIGH	HIGH	39.2433
SIM-01636	RAD51B	CORE_HR	LumB	0.8956	3.228	False	37	HIGH	HIGH	18.8902
SIM-01637	BRCA2	CORE_HR	Basal	0.729	4.3014	False	26	HIGH	HIGH	41.4218
SIM-01638	BRIP1	CORE_HR	LumB	0.7707	2.6482	False	31	HIGH	HIGH	58.2412
SIM-01639	RAD54L	CORE_HR	LumA	0.733	2.5569	False	38	HIGH	HIGH	30.6763
SIM-01640	PALB2	CORE_HR	LumB	0.9335	4.0847	False	47	HIGH	HIGH	61.0238
SIM-01641	PALB2	CORE_HR	LumB	0.7717	2.6091	False	37	HIGH	HIGH	51.0547
SIM-01642	RAD51C	CORE_HR	LumA	0.9461	3.7172	True	34	HIGH	HIGH	35.2521
SIM-01643	BARD1	CORE_HR	LumA	0.8067	5.3497	False	20	HIGH	HIGH	45.5577
SIM-01644	RAD51B	CORE_HR	LumA	0.7798	5.0957	False	37	HIGH	HIGH	73.6516
SIM-01645	PALB2	CORE_HR	Basal	0.8041	4.0232	False	46	HIGH	HIGH	55.284
SIM-01646	RAD51D	CORE_HR	Basal	0.7218	1.9901	True	36	HIGH	HIGH	60.9701
SIM-01647	RAD51D	CORE_HR	LumA	0.9447	3.5836	False	36	HIGH	HIGH	21.3457
SIM-01648	BRCA1	CORE_HR	LumA	0.651	5.015	False	41	HIGH	HIGH	33.9422
SIM-01649	BRCA2	CORE_HR	LumB	0.7554	2.693	False	39	HIGH	HIGH	29.5877
SIM-01650	BRIP1	CORE_HR	LumA	0.8158	2.2645	False	38	HIGH	HIGH	37.7532
SIM-01651	BRCA1	CORE_HR	LumA	0.7761	2.5879	False	45	HIGH	HIGH	71.8899
SIM-01652	RAD54L	CORE_HR	LumA	0.7364	3.3357	False	32	HIGH	HIGH	20.1533
SIM-01653	BRCA2	CORE_HR	Basal	0.7056	2.2704	True	36	HIGH	HIGH	46.5213
SIM-01654	RAD51C	CORE_HR	LumB	0.9236	4.4274	True	47	HIGH	HIGH	50.8366
SIM-01655	PALB2	CORE_HR	HER2E	0.7109	5.3067	False	46	HIGH	HIGH	49.1355
SIM-01656	BRCA1	CORE_HR	LumA	0.8492	2.3106	False	32	HIGH	HIGH	47.9151
SIM-01657	RAD51C	CORE_HR	LumA	0.8601	1.9172	False	46	HIGH	HIGH	47.5441
SIM-01658	BRCA1	CORE_HR	LumA	0.9273	5.4121	False	36	HIGH	HIGH	55.9265
SIM-01659	RAD51C	CORE_HR	Basal	0.7124	2.3833	True	31	HIGH	HIGH	62.3383
SIM-01660	RAD51C	CORE_HR	LumB	0.8225	1.9967	False	45	HIGH	HIGH	55.2997
SIM-01661	RAD54L	CORE_HR	HER2E	0.7976	1.7192	False	31	HIGH	HIGH	34.9783
SIM-01662	BARD1	CORE_HR	LumA	0.7008	5.1836	False	35	HIGH	HIGH	50.3893
SIM-01663	RAD51B	CORE_HR	Basal	0.7665	2.5714	False	40	HIGH	HIGH	88.4556
SIM-01664	BRIP1	CORE_HR	Basal	0.9408	5.2337	False	35	HIGH	HIGH	93.1607
SIM-01665	RAD51D	CORE_HR	LumA	0.9104	3.422	False	38	HIGH	HIGH	55.5481
SIM-01666	RAD54L	CORE_HR	LumB	0.7514	4.2435	False	32	HIGH	HIGH	80.9337
SIM-01667	BRIP1	CORE_HR	LumB	0.9182	3.5868	False	47	HIGH	HIGH	29.7087
SIM-01668	BRIP1	CORE_HR	LumA	0.747	2.9256	True	39	HIGH	HIGH	27.4476
SIM-01669	RAD51D	CORE_HR	Basal	0.734	1.7253	False	33	HIGH	HIGH	75.8043
SIM-01670	RAD54L	CORE_HR	HER2E	0.8096	3.1522	True	38	HIGH	HIGH	26.7804
SIM-01671	BRCA1	CORE_HR	LumB	0.8169	4.5813	False	43	HIGH	HIGH	44.6396
SIM-01672	BRIP1	CORE_HR	LumB	0.8041	5.3816	True	50	HIGH	HIGH	33.8309
SIM-01673	RAD51D	CORE_HR	LumA	0.9348	3.7616	True	51	HIGH	HIGH	50.382
SIM-01674	RAD51D	CORE_HR	LumA	0.8577	5.1289	False	58	HIGH	HIGH	66.5626
SIM-01675	BARD1	CORE_HR	LumA	0.6518	1.6844	False	43	HIGH	HIGH	31.4925
SIM-01676	RAD54L	CORE_HR	Basal	0.6567	4.1757	False	17	HIGH	HIGH	51.1842
SIM-01677	RAD51C	CORE_HR	LumB	0.9103	3.7431	True	39	HIGH	HIGH	31.8981
SIM-01678	BARD1	CORE_HR	LumA	0.8334	2.2503	False	22	HIGH	HIGH	41.8317
SIM-01679	BRCA1	CORE_HR	LumB	0.7298	4.3818	False	38	HIGH	HIGH	52.6
SIM-01680	RAD51D	CORE_HR	LumB	0.8532	3.4178	True	46	HIGH	HIGH	43.1989
SIM-01681	RAD54L	CORE_HR	LumA	0.9014	4.9859	False	39	HIGH	HIGH	48.5335
SIM-01682	PALB2	CORE_HR	LumB	0.763	1.958	False	39	HIGH	HIGH	42.8796
SIM-01683	RAD51B	CORE_HR	HER2E	0.6802	1.5894	True	49	HIGH	HIGH	46.1399
SIM-01684	BRCA2	CORE_HR	LumB	0.6696	5.2617	False	44	HIGH	HIGH	63.4772
SIM-01685	RAD54L	CORE_HR	HER2E	0.6939	2.8977	True	37	HIGH	HIGH	22.2406
SIM-01686	RAD51D	CORE_HR	LumA	0.7616	1.8927	False	35	HIGH	HIGH	59.5976
SIM-01687	RAD51C	CORE_HR	LumA	0.802	4.1803	False	39	HIGH	HIGH	25.0093
SIM-01688	BRCA1	CORE_HR	Basal	0.78	3.4585	False	37	HIGH	HIGH	90.9778
SIM-01689	BRCA2	CORE_HR	Basal	0.6513	1.7121	True	46	HIGH	HIGH	29.5094
SIM-01690	PALB2	CORE_HR	Basal	0.807	3.8471	False	51	HIGH	HIGH	52.1779
SIM-01691	BARD1	CORE_HR	LumB	0.7459	4.7259	False	45	HIGH	HIGH	64.3795
SIM-01692	RAD51B	CORE_HR	LumA	0.8261	2.5842	False	41	HIGH	HIGH	30.7966
SIM-01693	RAD54L	CORE_HR	LumA	0.6736	4.4933	True	32	HIGH	HIGH	45.0321
SIM-01694	BRCA1	CORE_HR	LumB	0.8542	4.6545	False	35	HIGH	HIGH	30.8464
SIM-01695	BRCA2	CORE_HR	LumA	0.6686	2.0231	False	43	HIGH	HIGH	17.2259
SIM-01696	RAD51C	CORE_HR	LumA	0.8949	3.4	False	42	HIGH	HIGH	69.0318
SIM-01697	RAD51D	CORE_HR	Basal	0.8097	4.4278	True	43	HIGH	HIGH	57.509
SIM-01698	RAD51C	CORE_HR	LumA	0.8272	2.9197	False	29	HIGH	HIGH	56.1707
SIM-01699	RAD51B	CORE_HR	LumA	0.946	3.1098	False	41	HIGH	HIGH	53.7759
SIM-01700	BARD1	CORE_HR	LumB	0.8233	2.0409	False	40	HIGH	HIGH	57.6614
SIM-01701	BRCA2	CORE_HR	LumB	0.7302	1.6719	False	44	HIGH	HIGH	57.6803
SIM-01702	BRCA1	CORE_HR	LumA	0.9049	1.5405	False	50	HIGH	HIGH	30.0451
SIM-01703	RAD51C	CORE_HR	LumA	0.6657	3.094	True	50	HIGH	HIGH	52.4549
SIM-01704	RAD54L	CORE_HR	LumA	0.6998	3.7782	False	37	HIGH	HIGH	46.6304
SIM-01705	RAD54L	CORE_HR	LumA	0.8178	4.4444	False	44	HIGH	HIGH	44.463
SIM-01706	RAD54L	CORE_HR	Basal	0.6884	2.2202	True	44	HIGH	HIGH	66.0544
SIM-01707	BRCA1	CORE_HR	HER2E	0.7628	3.8207	False	34	HIGH	HIGH	60.3167
SIM-01708	BRIP1	CORE_HR	HER2E	0.6854	4.7915	False	35	HIGH	HIGH	25.6431
SIM-01709	RAD51D	CORE_HR	HER2E	0.8197	1.8787	True	40	HIGH	HIGH	54.99
SIM-01710	PALB2	CORE_HR	Normal-like	0.7447	2.507	False	27	HIGH	HIGH	21.887
SIM-01711	BRCA1	CORE_HR	LumB	0.8965	5.4938	False	43	HIGH	HIGH	50.2275
SIM-01712	BARD1	CORE_HR	LumA	0.8258	2.4233	False	52	HIGH	HIGH	57.0211
SIM-01713	PALB2	CORE_HR	Basal	0.7795	3.4235	False	34	HIGH	HIGH	57.3615
SIM-01714	BRCA1	CORE_HR	LumB	0.9211	3.7798	True	45	HIGH	HIGH	35.1333
SIM-01715	BRCA2	CORE_HR	LumA	0.6955	2.0652	False	34	HIGH	HIGH	55.1249
SIM-01716	RAD51C	CORE_HR	HER2E	0.8757	4.6533	True	32	HIGH	HIGH	38.2787
SIM-01717	BRIP1	CORE_HR	Basal	0.8247	3.9787	True	39	HIGH	HIGH	49.9231
SIM-01718	PALB2	CORE_HR	Basal	0.9344	5.4356	False	33	HIGH	HIGH	75.2912
SIM-01719	BARD1	CORE_HR	LumB	0.7692	4.7071	False	40	HIGH	HIGH	45.9269
SIM-01720	BRCA1	CORE_HR	LumA	0.8886	1.7146	True	44	HIGH	HIGH	46.6682
SIM-01721	BARD1	CORE_HR	LumA	0.7677	3.0102	True	51	HIGH	HIGH	35.7961
SIM-01722	BRCA1	CORE_HR	LumB	0.8365	5.3422	False	42	HIGH	HIGH	48.5332
SIM-01723	RAD51B	CORE_HR	LumB	0.701	3.2981	False	35	HIGH	HIGH	46.1145
SIM-01724	BARD1	CORE_HR	LumB	0.7064	1.8305	False	32	HIGH	HIGH	73.0179
SIM-01725	RAD51C	CORE_HR	LumB	0.68	1.9617	False	39	HIGH	HIGH	51.1855
SIM-01726	RAD51D	CORE_HR	LumA	0.7618	3.6314	False	38	HIGH	HIGH	32.2438
SIM-01727	RAD51D	CORE_HR	LumA	0.7238	5.0626	True	37	HIGH	HIGH	44.5844
SIM-01728	RAD54L	CORE_HR	Normal-like	0.9448	3.7331	True	37	HIGH	HIGH	40.8428
SIM-01729	RAD51D	CORE_HR	LumA	0.8899	4.2117	False	53	HIGH	HIGH	35.5414
SIM-01730	RAD51D	CORE_HR	Basal	0.8689	2.8667	True	37	HIGH	HIGH	88.9071
SIM-01731	RAD51B	CORE_HR	LumA	0.6519	5.2616	True	32	HIGH	HIGH	41.8244
SIM-01732	RAD54L	CORE_HR	HER2E	0.9327	2.6549	True	40	HIGH	HIGH	27.6697
SIM-01733	PALB2	CORE_HR	LumA	0.7564	3.3043	False	42	HIGH	HIGH	36.5155
SIM-01734	BRCA2	CORE_HR	LumB	0.9192	2.785	False	35	HIGH	HIGH	51.5989
SIM-01735	RAD54L	CORE_HR	LumB	0.6513	4.423	True	61	HIGH	HIGH	51.1395
SIM-01736	BARD1	CORE_HR	LumA	0.8597	5.0241	True	32	HIGH	HIGH	31.4591
SIM-01737	PALB2	CORE_HR	LumB	0.7492	2.1083	False	24	HIGH	HIGH	25.3804
SIM-01738	RAD51D	CORE_HR	LumA	0.7716	2.8016	True	26	HIGH	HIGH	34.0332
SIM-01739	PALB2	CORE_HR	LumA	0.7624	2.3658	False	46	HIGH	HIGH	45.1002
SIM-01740	PALB2	CORE_HR	LumA	0.6856	5.3592	False	37	HIGH	HIGH	36.0313
