sample_id	gene_group	true_class	recovered_sbs3_exposure
SIM-02052	CORE_HR	Benign	0.0
SIM-02053	CORE_HR	Benign	0.0
SIM-02054	CORE_HR	Benign	0.0
SIM-02055	CORE_HR	Benign	0.0
SIM-02056	CORE_HR	Benign	0.0
SIM-02057	CORE_HR	Benign	0.0
SIM-02058	CORE_HR	Benign	0.0
SIM-02059	CORE_HR	Benign	0.0
SIM-02060	CORE_HR	Benign	0.0
SIM-02061	CORE_HR	Benign	0.0
SIM-02062	CORE_HR	Benign	0.0
SIM-02063	CORE_HR	Benign	0.0
SIM-02064	CORE_HR	Benign	0.0
SIM-02065	CORE_HR	Benign	0.0
SIM-02066	CORE_HR	Benign	0.0
SIM-02067	CORE_HR	Benign	0.0
SIM-02068	CORE_HR	Benign	0.0
SIM-02069	CORE_HR	Benign	0.0
SIM-02070	CORE_HR	Benign	0.0
SIM-02071	CORE_HR	Benign	0.0
SIM-02072	CORE_HR	Benign	0.0
SIM-02073	CORE_HR	Benign	0.0
SIM-02074	CORE_HR	Benign	0.0
SIM-02075	CORE_HR	Benign	0.0
SIM-02076	CORE_HR	Benign	0.0
SIM-02077	CORE_HR	Benign	0.0
SIM-02078	CORE_HR	Benign	0.644444
SIM-02079	CORE_HR	Benign	0.0
SIM-02080	CORE_HR	Benign	0.0
SIM-02081	CORE_HR	Benign	0.0
SIM-02082	CORE_HR	Benign	0.0
SIM-02083	CORE_HR	Benign	0.0
SIM-02084	CORE_HR	Benign	0.0
SIM-02085	CORE_HR	Benign	0.0
SIM-02086	CORE_HR	Benign	0.0
SIM-02087	CORE_HR	Benign	0.0
SIM-02088	CORE_HR	Benign	0.0
SIM-02089	CORE_HR	Benign	0.0
SIM-02090	CORE_HR	Benign	0.0
SIM-02091	CORE_HR	Benign	0.0
SIM-02092	CORE_HR	Benign	0.0
SIM-02093	CORE_HR	Benign	0.0
SIM-02094	CORE_HR	Benign	0.0
SIM-02095	CORE_HR	Benign	0.0
SIM-02096	CORE_HR	Benign	0.0
SIM-02097	CORE_HR	Benign	0.0
SIM-02098	CORE_HR	Benign	0.0
SIM-02099	CORE_HR	Benign	0.0
SIM-02100	CORE_HR	Benign	0.0
SIM-02101	CORE_HR	Benign	0.0
SIM-02102	CORE_HR	Benign	0.0
SIM-02103	CORE_HR	Benign	0.0
SIM-02104	CORE_HR	Benign	0.0
SIM-02105	CORE_HR	Benign	0.0
SIM-02106	CORE_HR	Benign	0.0
SIM-02107	CORE_HR	Benign	0.0
SIM-02108	CORE_HR	Benign	0.0
SIM-02109	CORE_HR	Benign	0.90566
SIM-02110	CORE_HR	Benign	0.0
SIM-02111	CORE_HR	Benign	0.0
SIM-02112	CORE_HR	Benign	0.0
SIM-02113	CORE_HR	Benign	0.0
SIM-02114	CORE_HR	Benign	0.0
SIM-02115	CORE_HR	Benign	0.0
SIM-02116	CORE_HR	Benign	0.0
SIM-02117	CORE_HR	Benign	0.0
SIM-02118	CORE_HR	Benign	0.0
SIM-02119	CORE_HR	Benign	0.0
SIM-02120	CORE_HR	Benign	0.0
SIM-02121	CORE_HR	Benign	0.0
SIM-02122	CORE_HR	Benign	0.0
SIM-02123	CORE_HR	Benign	0.0
SIM-02124	CORE_HR	Benign	0.0
SIM-02125	CORE_HR	Benign	0.0
SIM-02126	CORE_HR	Benign	0.0
SIM-02127	CORE_HR	Benign	0.0
SIM-02128	CORE_HR	Benign	0.0
SIM-02129	CORE_HR	Benign	0.0
SIM-02130	CORE_HR	Benign	0.0
SIM-02131	CORE_HR	Benign	0.0
SIM-02132	CORE_HR	Benign	0.0
SIM-02133	CORE_HR	Benign	0.0
SIM-02134	CORE_HR	Benign	0.0
SIM-02135	CORE_HR	Benign	0.0
SIM-02136	CORE_HR	Benign	0.0
SIM-02137	CORE_HR	Benign	0.0
SIM-02138	CORE_HR	Benign	0.0
SIM-02139	CORE_HR	Benign	0.0
SIM-02140	CORE_HR	Benign	0.0
SIM-02141	CORE_HR	Benign	0.0
SIM-02142	CORE_HR	Benign	0.0
SIM-02143	CORE_HR	Benign	0.0
SIM-02144	CORE_HR	Benign	0.0
SIM-02145	CORE_HR	Benign	0.0
SIM-02146	CORE_HR	Benign	0.926471
SIM-02147	CORE_HR	Benign	0.0
SIM-02148	CORE_HR	Benign	0.0
SIM-02149	CORE_HR	Benign	0.0
SIM-02150	CORE_HR	Benign	0.0
SIM-02151	CORE_HR	Benign	0.0
SIM-02152	CORE_HR	Benign	0.684211
SIM-02153	CORE_HR	Benign	0.0
SIM-02154	CORE_HR	Benign	0.0
SIM-02155	CORE_HR	Benign	0.0
SIM-02156	CORE_HR	Benign	0.0
SIM-02157	CORE_HR	Benign	0.0
SIM-02158	CORE_HR	Benign	0.0
SIM-02159	CORE_HR	Benign	0.0
SIM-02160	CORE_HR	Benign	0.0
SIM-02161	CORE_HR	Benign	0.0
SIM-02162	CORE_HR	Benign	0.0
SIM-02163	CORE_HR	Benign	0.0
SIM-02164	CORE_HR	Benign	0.0
SIM-02165	CORE_HR	Benign	0.0
SIM-02166	CORE_HR	Benign	0.0
SIM-02167	CORE_HR	Benign	0.0
SIM-02168	CORE_HR	Benign	0.0
SIM-02169	CORE_HR	Benign	0.0
SIM-02170	CORE_HR	Benign	0.0
SIM-02171	CORE_HR	Benign	0.0
SIM-02172	CORE_HR	Benign	0.844444
SIM-02173	CORE_HR	Benign	0.0
SIM-02174	CORE_HR	Benign	0.0
SIM-02175	CORE_HR	Benign	0.0
SIM-02176	CORE_HR	Benign	0.0
SIM-02177	CORE_HR	Benign	0.0
SIM-02178	CORE_HR	Benign	0.0
SIM-02179	CORE_HR	Benign	0.0
SIM-02180	CORE_HR	Benign	0.0
SIM-02181	CORE_HR	Benign	0.0
SIM-02182	CORE_HR	Benign	0.0
SIM-02183	CORE_HR	Benign	0.541176
SIM-02184	CORE_HR	Benign	0.0
SIM-02185	CORE_HR	Benign	0.0
SIM-02186	CORE_HR	Benign	0.0
SIM-02187	CORE_HR	Benign	0.0
SIM-02188	CORE_HR	Benign	0.0
SIM-02189	CORE_HR	Benign	0.815789
SIM-02190	CORE_HR	Benign	0.0
SIM-02191	CORE_HR	Benign	0.0
SIM-02192	CORE_HR	Benign	0.0
SIM-02193	CORE_HR	Benign	0.0
SIM-02194	CORE_HR	Benign	0.0
SIM-02195	CORE_HR	Benign	0.0
SIM-02196	CORE_HR	Benign	0.0
SIM-02197	CORE_HR	Benign	0.0
SIM-02198	CORE_HR	Benign	0.0
SIM-02199	CORE_HR	Benign	0.0
SIM-02200	CORE_HR	Benign	0.0
SIM-02201	CORE_HR	Benign	0.0
SIM-02202	CORE_HR	Benign	0.0
SIM-02203	CORE_HR	Benign	0.0
SIM-02204	CORE_HR	Benign	0.0
SIM-02205	CORE_HR	Benign	0.0
SIM-02206	CORE_HR	Benign	0.0
SIM-02207	CORE_HR	Benign	0.0
SIM-02208	CORE_HR	Benign	0.0
SIM-02209	CORE_HR	Benign	0.0
SIM-02210	CORE_HR	Benign	0.0
SIM-02211	CORE_HR	Benign	0.0
SIM-02212	CORE_HR	Benign	0.0
SIM-02213	CORE_HR	Benign	0.0
SIM-02214	CORE_HR	Benign	0.0
SIM-02215	CORE_HR	Benign	0.0
SIM-02216	CORE_HR	Benign	0.0
SIM-02217	CORE_HR	Benign	0.0
SIM-02218	CORE_HR	Benign	0.0
SIM-02219	CORE_HR	Benign	0.0
SIM-02220	CORE_HR	Benign	0.0
SIM-02221	CORE_HR	Benign	0.0
SIM-02222	CORE_HR	Benign	0.0
SIM-02223	CORE_HR	Benign	0.0
SIM-02224	CORE_HR	Benign	0.0
SIM-02225	CORE_HR	Benign	0.0
SIM-02226	CORE_HR	Benign	0.0
SIM-02227	CORE_HR	Benign	0.0
SIM-02228	CORE_HR	Benign	0.4
SIM-02229	CORE_HR	Benign	0.0
SIM-02230	CORE_HR	Benign	0.0
SIM-02231	CORE_HR	Benign	0.0
SIM-02232	CORE_HR	Benign	0.0
SIM-02233	CORE_HR	Benign	0.0
SIM-02234	CORE_HR	Benign	0.0
SIM-02235	CORE_HR	Benign	0.0
SIM-02236	CORE_HR	Benign	0.0
SIM-02237	CORE_HR	Benign	0.0
SIM-02238	CORE_HR	Benign	0.0
SIM-02239	CORE_HR	Benign	0.0
SIM-02240	CORE_HR	Benign	0.0
SIM-02241	CORE_HR	Benign	0.0
SIM-02242	CORE_HR	Benign	0.0
SIM-02243	CORE_HR	Benign	0.0
SIM-02244	CORE_HR	Benign	0.0
SIM-02245	CORE_HR	Benign	0.0
SIM-02246	CORE_HR	Benign	0.0
SIM-02247	CORE_HR	Benign	0.0
SIM-02248	CORE_HR	Benign	0.0
SIM-02249	CORE_HR	Benign	0.797101
SIM-02250	CORE_HR	Benign	0.0
SIM-02251	CORE_HR	Benign	0.0
SIM-02252	CORE_HR	Benign	0.0
SIM-02253	CORE_HR	Benign	0.0
SIM-02254	CORE_HR	Benign	0.0
SIM-02255	CORE_HR	Benign	0.0
SIM-02256	CORE_HR	Benign	0.0
SIM-02257	CORE_HR	Benign	0.0
SIM-02258	CORE_HR	Benign	0.78125
SIM-02259	CORE_HR	Benign	0.0
SIM-02260	CORE_HR	Benign	0.0
SIM-02261	CORE_HR	Benign	0.0
SIM-02262	CORE_HR	Benign	0.0
SIM-02263	CORE_HR	Benign	0.0
SIM-02264	CORE_HR	Benign	0.0
SIM-02265	CORE_HR	Benign	0.0
SIM-02266	CORE_HR	Benign	0.0
SIM-02267	CORE_HR	Benign	0.0
SIM-02268	CORE_HR	Benign	0.0
SIM-02269	CORE_HR	Benign	0.0
SIM-02270	CORE_HR	Benign	0.0
SIM-02271	CORE_HR	Benign	0.0
SIM-02272	CORE_HR	Benign	0.0
SIM-02273	CORE_HR	Benign	0.0
SIM-02274	CORE_HR	Benign	0.0
SIM-02275	CORE_HR	Benign	0.0
SIM-02276	CORE_HR	Benign	0.0
SIM-02277	CORE_HR	Benign	0.0
SIM-02278	CORE_HR	Benign	0.0
SIM-02279	CORE_HR	Benign	0.0
SIM-02280	CORE_HR	Benign	0.0
SIM-02281	CORE_HR	Benign	0.0
SIM-02282	CORE_HR	Benign	0.0
SIM-02283	CORE_HR	Benign	0.0
SIM-02284	CORE_HR	Benign	0.0
SIM-02285	CORE_HR	Benign	0.0
SIM-02286	CORE_HR	Benign	0.0
SIM-02287	CORE_HR	Benign	0.885714
SIM-02288	CORE_HR	Benign	0.0
SIM-02289	CORE_HR	Benign	0.0
SIM-02290	CORE_HR	Benign	0.0
SIM-02291	CORE_HR	Benign	0.0
SIM-02292	CORE_HR	Benign	0.0
SIM-02293	CORE_HR	Benign	0.0
SIM-02294	CORE_HR	Benign	0.0
SIM-02295	CORE_HR	Benign	0.0
SIM-02296	CORE_HR	Benign	0.0
SIM-02297	CORE_HR	Benign	0.0
SIM-02298	CORE_HR	Benign	0.0
SIM-02299	CORE_HR	Benign	0.0
SIM-02300	CORE_HR	Benign	0.0
SIM-02301	CORE_HR	Benign	0.0
SIM-02302	CORE_HR	Benign	0.0
SIM-02303	CORE_HR	Benign	0.0
SIM-02304	CORE_HR	Benign	0.0
SIM-02305	CORE_HR	Benign	0.0
SIM-02306	CORE_HR	Benign	0.877551
SIM-02307	CORE_HR	Benign	0.0
SIM-02308	CORE_HR	Benign	0.0
SIM-02309	CORE_HR	Benign	0.0
SIM-02310	CORE_HR	Benign	0.0
SIM-02311	CORE_HR	Benign	0.0
SIM-02312	CORE_HR	Benign	0.0
SIM-02313	CORE_HR	Benign	0.0
SIM-02314	CORE_HR	Benign	0.0
SIM-02315	CORE_HR	Benign	0.0
SIM-02316	CORE_HR	Benign	0.0
SIM-02317	CORE_HR	Benign	0.0
SIM-02318	CORE_HR	Benign	0.0
SIM-02319	CORE_HR	Benign	0.0
SIM-02320	CORE_HR	Benign	0.0
SIM-02321	CORE_HR	Benign	0.0
SIM-02322	CORE_HR	Benign	0.0
SIM-02323	CORE_HR	Benign	0.0
SIM-02324	CORE_HR	Benign	0.0
SIM-02325	CORE_HR	Benign	0.0
SIM-02326	CORE_HR	Benign	0.0
SIM-02327	CORE_HR	Benign	0.0
SIM-02328	CORE_HR	Benign	0.0
SIM-02329	CORE_HR	Benign	0.0
SIM-02330	CORE_HR	Benign	0.0
SIM-02331	CORE_HR	Benign	0.0
SIM-02332	CORE_HR	Benign	0.0
SIM-02333	CORE_HR	Benign	0.0
SIM-02334	CORE_HR	Benign	0.0
SIM-02335	CORE_HR	Benign	0.0
SIM-02336	CORE_HR	Benign	0.0
SIM-02337	CORE_HR	Benign	0.0
SIM-02338	CORE_HR	Benign	0.0
SIM-02339	CORE_HR	Benign	0.0
SIM-02340	CORE_HR	Benign	0.0
SIM-02341	CORE_HR	Benign	0.744444
SIM-02342	CORE_HR	Benign	0.0
SIM-02343	CORE_HR	Benign	0.0
SIM-02344	CORE_HR	Benign	0.0
SIM-02345	CORE_HR	Benign	0.0
SIM-02346	CORE_HR	Benign	0.0
SIM-02347	CORE_HR	Benign	0.0
SIM-02348	CORE_HR	Benign	0.0
SIM-02349	CORE_HR	Benign	0.0
SIM-02350	CORE_HR	Benign	0.0
SIM-02351	CORE_HR	Benign	0.0
SIM-02352	CORE_HR	Benign	0.0
SIM-02353	CORE_HR	Benign	0.0
SIM-02354	CORE_HR	Benign	0.0
SIM-02355	CORE_HR	Benign	0.0
SIM-02356	CORE_HR	Benign	0.0
SIM-02357	CORE_HR	Benign	0.0
SIM-02358	CORE_HR	Benign	0.0
SIM-02359	CORE_HR	Benign	0.0
SIM-02360	CORE_HR	Benign	0.0
SIM-02361	CORE_HR	Benign	0.0
SIM-02362	CORE_HR	Benign	0.0
SIM-02363	CORE_HR	Benign	0.0
SIM-02364	CORE_HR	Benign	0.0
SIM-02365	CORE_HR	Benign	0.0
SIM-02366	CORE_HR	Benign	0.0
SIM-02367	CORE_HR	Benign	0.0
SIM-02368	CORE_HR	Benign	0.0
SIM-02369	CORE_HR	Benign	0.0
SIM-02370	CORE_HR	Benign	0.0
SIM-02371	CORE_HR	Benign	0.0
SIM-02372	CORE_HR	Benign	0.0
SIM-02373	CORE_HR	Benign	0.0
SIM-02374	CORE_HR	Benign	0.0
SIM-02375	CORE_HR	Benign	0.0
SIM-02376	CORE_HR	Benign	0.0
SIM-02377	CORE_HR	Benign	0.0
SIM-02378	CORE_HR	Benign	0.0
SIM-02379	CORE_HR	Benign	0.0
SIM-02380	CORE_HR	Benign	0.0
SIM-02381	CORE_HR	Benign	0.0
SIM-02382	CORE_HR	Benign	0.607143
SIM-02383	CORE_HR	Benign	0.0
SIM-02384	CORE_HR	Benign	0.0
SIM-02385	CORE_HR	Benign	0.0
SIM-02386	CORE_HR	Benign	0.0
SIM-02387	CORE_HR	Benign	0.0
SIM-02388	CORE_HR	Benign	0.0
SIM-02389	CORE_HR	Benign	0.0
SIM-02390	CORE_HR	Benign	0.0
SIM-02391	CORE_HR	Benign	0.0
SIM-02392	CORE_HR	Benign	0.0
SIM-02393	CORE_HR	Benign	0.0
SIM-02394	CORE_HR	Benign	0.0
SIM-02395	CORE_HR	Benign	0.0
SIM-02396	CORE_HR	Benign	0.0
SIM-02397	CORE_HR	Benign	0.0
SIM-02398	CORE_HR	Benign	0.0
SIM-02399	CORE_HR	Benign	0.0
SIM-02400	CORE_HR	Benign	0.0
SIM-02401	CORE_HR	Benign	0.0
SIM-02402	CORE_HR	Benign	0.0
SIM-02403	CORE_HR	Benign	0.0
SIM-02404	CORE_HR	Benign	0.0
SIM-02405	CORE_HR	Benign	0.0
SIM-02406	CORE_HR	Benign	0.0
SIM-02407	CORE_HR	Benign	0.0
SIM-02408	CORE_HR	Benign	0.0
SIM-02409	CORE_HR	Benign	0.0
SIM-02410	CORE_HR	Benign	0.0
SIM-02411	CORE_HR	Benign	0.0
SIM-02412	CORE_HR	Benign	0.0
SIM-02413	CORE_HR	Benign	0.0
SIM-02414	CORE_HR	Benign	0.0
SIM-02415	CORE_HR	Benign	0.0
SIM-02416	CORE_HR	Benign	0.0
SIM-02417	CORE_HR	Benign	0.0
SIM-02418	CORE_HR	Benign	0.0
SIM-02419	CORE_HR	Benign	0.0
SIM-02420	CORE_HR	Benign	0.0
SIM-02421	CORE_HR	Benign	0.0
SIM-02422	CORE_HR	Benign	0.0
SIM-02423	CORE_HR	Benign	0.0
SIM-02424	CORE_HR	Benign	0.0
SIM-02425	CORE_HR	Benign	0.0
SIM-02426	CORE_HR	Benign	0.0
SIM-02427	CORE_HR	Benign	0.0
SIM-02428	CORE_HR	Benign	0.0
SIM-02429	CORE_HR	Benign	0.625
SIM-02430	CORE_HR	Benign	0.0
SIM-02431	CORE_HR	Benign	0.0
SIM-02432	CORE_HR	Benign	0.0
SIM-02433	CORE_HR	Benign	0.0
SIM-02434	CORE_HR	Benign	0.0
SIM-02435	CORE_HR	Benign	0.0
SIM-02436	CORE_HR	Benign	0.0
SIM-02437	CORE_HR	Benign	0.0
SIM-02438	CORE_HR	Benign	0.0
SIM-02439	CORE_HR	Benign	0.0
SIM-02440	CORE_HR	Benign	0.0
SIM-02441	CORE_HR	Benign	0.0
SIM-02442	CORE_HR	Benign	0.0
SIM-02443	CORE_HR	Benign	0.0
SIM-02444	CORE_HR	Benign	0.0
SIM-02445	CORE_HR	Benign	0.0
SIM-02446	CORE_HR	Benign	0.0
SIM-02447	CORE_HR	Benign	0.0
SIM-02448	CORE_HR	Benign	0.0
SIM-02449	CORE_HR	Benign	0.0
SIM-02450	CORE_HR	Benign	0.0
SIM-02451	CORE_HR	Benign	0.0
SIM-02452	CORE_HR	Benign	0.0
SIM-02453	CORE_HR	Benign	0.0
SIM-02454	CORE_HR	Benign	0.0
SIM-02455	CORE_HR	Benign	0.0
SIM-02456	CORE_HR	Benign	0.0
SIM-02457	CORE_HR	Benign	0.0
SIM-02458	CORE_HR	Benign	0.0
SIM-02459	CORE_HR	Benign	0.0
SIM-02460	CORE_HR	Benign	0.0
SIM-02461	CORE_HR	Benign	0.0
SIM-02462	CORE_HR	Benign	0.0
SIM-02463	CORE_HR	Benign	0.0
SIM-02464	CORE_HR	Benign	0.0
SIM-02465	CORE_HR	Benign	0.0
SIM-02466	CORE_HR	Benign	0.0
SIM-02467	CORE_HR	Benign	0.0
SIM-02468	CORE_HR	Benign	0.0
SIM-02469	CORE_HR	Benign	0.0
SIM-02470	CORE_HR	Benign	0.0
SIM-02471	CORE_HR	Benign	0.0
SIM-02472	CORE_HR	Benign	0.0
SIM-02473	CORE_HR	Benign	0.0
SIM-02474	CORE_HR	Benign	0.0
SIM-02475	CORE_HR	Benign	0.0
SIM-02476	CORE_HR	Benign	0.0
SIM-02477	CORE_HR	Benign	0.0
SIM-02478	CORE_HR	Benign	0.0
SIM-02479	CORE_HR	Benign	0.0
SIM-02480	CORE_HR	Benign	0.0
SIM-02481	CORE_HR	Benign	0.0
SIM-02482	CORE_HR	Benign	0.0
SIM-02483	CORE_HR	Benign	0.835616
SIM-02484	CORE_HR	Benign	0.0
SIM-02485	CORE_HR	Benign	0.0
SIM-02486	CORE_HR	Benign	0.0
SIM-02487	CORE_HR	Benign	0.0
SIM-02488	CORE_HR	Benign	0.0
SIM-02489	CORE_HR	Benign	0.0
SIM-02490	CORE_HR	Benign	0.0
SIM-02491	CORE_HR	Benign	0.0
SIM-02492	CORE_HR	Benign	0.0
SIM-02493	CORE_HR	Benign	0.0
SIM-02494	CORE_HR	Benign	0.0
SIM-02495	CORE_HR	Benign	0.0
SIM-02496	CORE_HR	Benign	0.0
SIM-02497	CORE_HR	Benign	0.0
SIM-02498	CORE_HR	Benign	0.0
SIM-02499	CORE_HR	Benign	0.0
SIM-02500	CORE_HR	Benign	0.0
SIM-02501	CORE_HR	Benign	0.0
SIM-02502	CORE_HR	Benign	0.0
SIM-02503	CORE_HR	Benign	0.674419
SIM-02504	CORE_HR	Benign	0.0
SIM-02505	CORE_HR	Benign	0.0
SIM-02506	CORE_HR	Benign	0.0
SIM-02507	CORE_HR	Benign	0.0
SIM-02508	CORE_HR	Benign	0.0
SIM-02509	CORE_HR	Benign	0.0
SIM-02510	CORE_HR	Benign	0.0
SIM-02511	CORE_HR	Benign	0.0
SIM-02512	CORE_HR	Benign	0.0
SIM-02513	CORE_HR	Benign	0.0
SIM-02514	CORE_HR	Benign	0.0
SIM-02515	CORE_HR	Benign	0.0
SIM-02516	CORE_HR	Benign	0.0
SIM-02517	CORE_HR	Benign	0.0
SIM-02518	CORE_HR	Benign	0.0
SIM-02519	CORE_HR	Benign	0.0
SIM-02520	CORE_HR	Benign	0.0
SIM-02521	CORE_HR	Benign	0.0
SIM-02522	CORE_HR	Benign	0.0
SIM-02523	CORE_HR	Benign	0.0
SIM-02524	CORE_HR	Benign	0.0
SIM-02525	CORE_HR	Benign	0.0
SIM-02526	CORE_HR	Benign	0.0
SIM-02527	CORE_HR	Benign	0.0
SIM-02528	CORE_HR	Benign	0.0
SIM-02529	CORE_HR	Benign	0.0
SIM-02530	CORE_HR	Benign	0.0
SIM-02531	CORE_HR	Benign	0.0
SIM-02532	CORE_HR	Benign	0.0
SIM-02533	CORE_HR	Benign	0.0
SIM-02534	CORE_HR	Benign	0.0
SIM-02535	CORE_HR	Benign	0.0
SIM-02536	CORE_HR	Benign	0.0
SIM-02537	CORE_HR	Benign	0.0
SIM-02538	CORE_HR	Benign	0.0
SIM-02539	CORE_HR	Benign	0.0
SIM-02540	CORE_HR	Benign	0.0
SIM-02541	CORE_HR	Benign	0.0
SIM-02542	CORE_HR	Benign	0.0
SIM-02543	CORE_HR	Benign	0.0
SIM-02544	CORE_HR	Benign	0.0
SIM-02545	CORE_HR	Benign	0.0
SIM-02546	CORE_HR	Benign	0.0
SIM-02547	CORE_HR	Benign	0.0
SIM-02548	CORE_HR	Benign	0.0
SIM-02549	CORE_HR	Benign	0.0
SIM-02550	CORE_HR	Benign	0.0
SIM-02551	CORE_HR	Benign	0.0
SIM-02552	CORE_HR	Benign	0.0
SIM-02553	CORE_HR	Benign	0.0
SIM-02554	CORE_HR	Benign	0.0
SIM-02555	CORE_HR	Benign	0.0
SIM-02556	CORE_HR	Benign	0.0
SIM-02557	CORE_HR	Benign	0.0
SIM-02558	CORE_HR	Benign	0.0
SIM-02559	CORE_HR	Benign	0.0
SIM-02560	CORE_HR	Benign	0.0
SIM-02561	CORE_HR	Benign	0.0
SIM-02562	CORE_HR	Benign	0.0
SIM-02563	CORE_HR	Benign	0.0
SIM-02564	CORE_HR	Benign	0.0
SIM-02565	CORE_HR	Benign	0.0
SIM-02566	CORE_HR	Benign	0.0
SIM-02567	CORE_HR	Benign	0.0
SIM-02568	CORE_HR	Benign	0.0
SIM-02569	CORE_HR	Benign	0.0
SIM-02570	CORE_HR	Benign	0.0
SIM-02571	CORE_HR	Benign	0.622642
SIM-02572	CORE_HR	Benign	0.0
SIM-02573	CORE_HR	Benign	0.0
SIM-02574	CORE_HR	Benign	0.0
SIM-02575	CORE_HR	Benign	0.0
SIM-02576	CORE_HR	Benign	0.0
SIM-02577	CORE_HR	Benign	0.0
SIM-02578	CORE_HR	Benign	0.0
SIM-02579	CORE_HR	Benign	0.602151
SIM-02580	CORE_HR	Benign	0.0
SIM-02581	CORE_HR	Benign	0.0
SIM-02582	CORE_HR	Benign	0.0
SIM-02583	CORE_HR	Benign	0.0
SIM-02584	CORE_HR	Benign	0.0
SIM-02585	CORE_HR	Benign	0.0
SIM-02586	CORE_HR	Benign	0.0
SIM-02587	CORE_HR	Benign	0.0
SIM-02588	CORE_HR	Benign	0.0
SIM-02589	CORE_HR	Benign	0.0
SIM-02590	CORE_HR	Benign	0.0
SIM-02591	CORE_HR	Benign	0.0
SIM-02592	CORE_HR	Benign	0.0
SIM-02593	CORE_HR	Benign	0.0
SIM-02594	CORE_HR	Benign	0.0
SIM-02595	CORE_HR	Benign	0.0
SIM-02596	CORE_HR	Benign	0.0
SIM-02597	CORE_HR	Benign	0.0
SIM-02598	CORE_HR	Benign	0.953488
SIM-02599	CORE_HR	Benign	0.0
SIM-02600	CORE_HR	Benign	0.0
SIM-02601	CORE_HR	Benign	0.0
SIM-02602	CORE_HR	Benign	0.0
SIM-02603	CORE_HR	Benign	0.0
SIM-02604	CORE_HR	Benign	0.0
SIM-02605	CORE_HR	Benign	0.0
SIM-02606	CORE_HR	Benign	0.0
SIM-02607	CORE_HR	Benign	0.0
SIM-02608	CORE_HR	Benign	0.0
SIM-02609	CORE_HR	Benign	0.0
SIM-02610	CORE_HR	Benign	0.0
SIM-02611	CORE_HR	Benign	0.0
SIM-02612	CORE_HR	Benign	0.0
SIM-02613	CORE_HR	Benign	0.0
SIM-02614	CORE_HR	Benign	0.0
SIM-02615	CORE_HR	Benign	0.0
SIM-02616	CORE_HR	Benign	0.0
SIM-02617	CORE_HR	Benign	0.534884
SIM-02618	CORE_HR	Benign	0.0
SIM-02619	CORE_HR	Benign	0.0
SIM-02620	CORE_HR	Benign	0.0
SIM-02621	CORE_HR	Benign	0.0
SIM-02622	CORE_HR	Benign	0.0
SIM-02623	CORE_HR	Benign	0.0
SIM-02624	CORE_HR	Benign	0.0
SIM-02625	CORE_HR	Benign	0.0
SIM-02626	CORE_HR	Benign	0.0
SIM-02627	CORE_HR	Benign	0.0
SIM-02628	CORE_HR	Benign	0.0
SIM-02629	CORE_HR	Benign	0.0
SIM-02630	CORE_HR	Benign	0.0
SIM-02631	CORE_HR	Benign	0.0
SIM-02632	CORE_HR	Benign	0.0
SIM-02633	CORE_HR	Benign	0.0
SIM-02634	CORE_HR	Benign	0.0
SIM-02635	CORE_HR	Benign	0.0
SIM-02636	CORE_HR	Benign	0.0
SIM-02637	CORE_HR	Benign	0.0
SIM-02638	CORE_HR	Benign	0.0
SIM-02639	CORE_HR	Benign	0.0
SIM-02640	CORE_HR	Benign	0.0
SIM-02641	CORE_HR	Benign	0.0
SIM-02642	CORE_HR	Benign	0.8125
SIM-02643	CORE_HR	Benign	0.0
SIM-02644	CORE_HR	Benign	0.0
SIM-02645	CORE_HR	Benign	0.0
SIM-02646	CORE_HR	Benign	0.0
SIM-02647	CORE_HR	Benign	0.0
SIM-02648	CORE_HR	Benign	0.0
SIM-02649	CORE_HR	Benign	0.0
SIM-02650	CORE_HR	Benign	0.0
SIM-02651	CORE_HR	Benign	0.0
SIM-02652	CORE_HR	Benign	0.0
SIM-02653	CORE_HR	Benign	0.0
SIM-02654	CORE_HR	Benign	0.0
SIM-02655	CORE_HR	Benign	0.0
SIM-02656	CORE_HR	Benign	0.0
SIM-02657	CORE_HR	Benign	0.0
SIM-02658	CORE_HR	Benign	0.0
SIM-02659	CORE_HR	Benign	0.0
SIM-02660	CORE_HR	Benign	0.0
SIM-02661	CORE_HR	Benign	0.0
SIM-02662	CORE_HR	Benign	0.0
SIM-02663	CORE_HR	Benign	0.0
SIM-02664	CORE_HR	Benign	0.0
SIM-02665	CORE_HR	Benign	0.458824
SIM-02666	CORE_HR	Benign	0.0
SIM-02667	CORE_HR	Benign	0.0
SIM-02668	CORE_HR	Benign	0.706667
SIM-02669	CORE_HR	Benign	0.0
SIM-02670	CORE_HR	Benign	0.0
SIM-02671	CORE_HR	Benign	0.0
SIM-02672	CORE_HR	Benign	0.0
SIM-02673	CORE_HR	Benign	0.0
SIM-02674	CORE_HR	Benign	0.0
SIM-02675	CORE_HR	Benign	0.0
SIM-02676	CORE_HR	Benign	0.0
SIM-02677	CORE_HR	Benign	0.0
SIM-02678	CORE_HR	Benign	0.0
SIM-02679	CORE_HR	Benign	0.0
SIM-02680	CORE_HR	Benign	0.0
SIM-02681	CORE_HR	Benign	0.0
SIM-02682	CORE_HR	Benign	0.0
SIM-02683	CORE_HR	Benign	0.0
SIM-02684	CORE_HR	Benign	0.0
SIM-02685	CORE_HR	Benign	0.0
