Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SIM-01457	43	0.684	44.389	103.23%	6.373	73.589%	0.99408	0.543
SIM-01458	75	0.706	68.896	91.861%	8.928	74.143%	0.77042	0.48
SIM-01459	56	0.685	54.557	97.423%	7.22	72.933%	0.80786	0.453
SIM-01460	68	0.827	51.388	75.571%	6.423	56.333%	0.58409	0.706
SIM-01461	38	0.65	44.697	117.624%	6.274	76.083%	1.06501	0.509
SIM-01462	58	0.672	54.167	93.391%	7.299	74.495%	0.73724	0.393
SIM-01463	59	0.777	55.746	94.485%	7.051	63.066%	0.79049	0.665
SIM-01464	61	0.656	64.535	105.795%	8.591	75.64%	0.87311	0.437
SIM-01465	73	0.671	67.501	92.467%	9.057	74.198%	0.7882	0.361
SIM-01466	41	0.737	39.016	95.161%	5.654	68.066%	0.93126	0.627
SIM-01467	63	0.663	66.677	105.837%	8.762	76.554%	0.91812	0.463
SIM-01468	52	0.703	46.666	89.742%	6.117	71.109%	0.75041	0.429
SIM-01469	29	0.71	28.029	96.652%	4.457	71.369%	1.15806	0.607
SIM-01470	42	0.68	44.434	105.795%	5.674	74.503%	0.95825	0.487
SIM-01471	86	0.754	69.434	80.737%	8.961	65.705%	0.55503	0.514
SIM-01472	69	0.718	64.851	93.987%	8.522	71.768%	0.79134	0.538
SIM-01473	64	0.723	58.76	91.812%	7.323	69.196%	0.67987	0.486
SIM-01474	67	0.759	56.409	84.193%	7.215	65.591%	0.66375	0.565
SIM-01475	73	0.746	64.213	87.963%	8.088	67.635%	0.64853	0.547
SIM-01476	37	0.664	39.589	106.997%	5.325	76.071%	1.04462	0.483
SIM-01477	45	0.681	49.32	109.6%	6.798	73.735%	1.02558	0.541
SIM-01478	69	0.642	71.815	104.08%	9.854	76.713%	0.84766	0.401
SIM-01479	60	0.756	54.181	90.302%	7.132	67.391%	0.75937	0.617
SIM-01480	60	0.75	51.595	85.992%	6.844	66.475%	0.70473	0.573
SIM-01481	54	0.746	44.757	82.883%	6.148	67.08%	0.67607	0.564
SIM-01482	71	0.773	54.24	76.394%	7.153	63.473%	0.58814	0.56
SIM-01483	44	0.68	42.273	96.075%	5.705	73.651%	0.8615	0.45
SIM-01484	76	0.702	67.881	89.317%	8.694	71.952%	0.67126	0.411
SIM-01485	105	0.75	77.268	73.589%	10.51	66.604%	0.53002	0.456
SIM-01486	56	0.601	62.604	111.793%	8.267	82.67%	1.01394	0.34
SIM-01487	64	0.711	60.282	94.191%	7.649	70.415%	0.77727	0.481
SIM-01488	59	0.646	60.213	102.056%	7.474	76.682%	0.84523	0.282
SIM-01489	71	0.711	65.36	92.056%	8.402	71.265%	0.69568	0.481
SIM-01490	80	0.75	67.282	84.102%	8.72	68.092%	0.65833	0.551
SIM-01491	80	0.803	61.175	76.469%	7.881	59.746%	0.54927	0.654
SIM-01492	58	0.735	50.719	87.447%	6.782	67.82%	0.66594	0.541
SIM-01493	40	0.596	48.665	121.663%	5.913	80.466%	1.02815	0.275
SIM-01494	76	0.651	70.619	92.92%	9.249	76.545%	0.71628	0.257
SIM-01495	89	0.8	68.842	77.351%	8.857	60.125%	0.55866	0.65
SIM-01496	57	0.731	49.105	86.149%	6.145	68.278%	0.66628	0.449
SIM-01497	64	0.753	52.172	81.519%	7.401	67.006%	0.73124	0.594
SIM-01498	83	0.774	66.629	80.276%	8.991	64.058%	0.61036	0.62
SIM-01499	39	0.731	40.275	103.269%	5.848	68.446%	1.021	0.637
SIM-01500	31	0.602	36.92	119.097%	5.141	80.289%	1.13361	0.407
SIM-01501	63	0.697	59.772	94.876%	8.035	74.284%	0.86741	0.502
SIM-01502	44	0.664	46.007	104.561%	6.023	75.288%	0.93	0.446
SIM-01503	62	0.752	55.741	89.905%	7.672	66.276%	0.7383	0.621
SIM-01504	43	0.75	40.419	93.998%	5.5	66.212%	0.79374	0.627
SIM-01505	73	0.786	59.359	81.314%	8.045	61.885%	0.60556	0.657
SIM-01506	36	0.77	36.301	100.836%	5.028	63.856%	0.94855	0.694
SIM-01507	82	0.786	64.271	78.379%	8.272	62.001%	0.59359	0.614
SIM-01508	74	0.798	58.919	79.62%	7.355	60.87%	0.59854	0.646
SIM-01509	71	0.793	55.615	78.331%	7.228	60.871%	0.59533	0.64
SIM-01510	51	0.625	54.742	107.337%	6.801	78.531%	0.92412	0.273
SIM-01511	77	0.754	62.253	80.848%	7.574	65.675%	0.55708	0.445
SIM-01512	55	0.699	51.446	93.538%	7.875	72.19%	0.9668	0.56
SIM-01513	56	0.704	59.326	105.939%	7.914	71.07%	0.93334	0.561
SIM-01514	53	0.728	49.377	93.164%	6.579	68.967%	0.80171	0.563
SIM-01515	45	0.711	46.06	102.356%	6.407	72.084%	0.91808	0.587
SIM-01516	59	0.703	53.235	90.229%	6.733	72.185%	0.74105	0.416
SIM-01517	57	0.709	52.53	92.158%	6.485	72.056%	0.73084	0.441
SIM-01518	62	0.694	56.908	91.787%	7.879	72.532%	0.74414	0.477
SIM-01519	44	0.682	39.601	90.002%	5.953	73.276%	0.79955	0.484
SIM-01520	30	0.554	35.897	119.657%	5.737	84.587%	1.34042	0.385
SIM-01521	64	0.788	51.75	80.859%	7.105	61.841%	0.63832	0.667
SIM-01522	59	0.683	55.404	93.905%	7.882	74.148%	0.82476	0.486
SIM-01523	27	0.628	35.807	132.619%	5.676	77.966%	1.3854	0.543
SIM-01524	57	0.711	51.908	91.067%	6.696	70.977%	0.73244	0.47
SIM-01525	46	0.615	52.372	113.852%	6.876	78.873%	0.97808	0.354
SIM-01526	46	0.68	47.168	102.539%	6.223	73.339%	0.85128	0.476
SIM-01527	75	0.73	66.35	88.467%	8.562	69.677%	0.73699	0.52
SIM-01528	51	0.722	47.154	92.459%	6.155	70.143%	0.84302	0.532
SIM-01529	67	0.667	67.269	100.401%	8.849	74.522%	0.81352	0.413
SIM-01530	69	0.683	61.709	89.433%	8.308	73.148%	0.70809	0.372
SIM-01531	69	0.69	65.664	95.165%	8.675	74.116%	0.78668	0.47
SIM-01532	69	0.671	63.188	91.577%	8.558	74.207%	0.77534	0.362
SIM-01533	61	0.747	56.938	93.341%	7.333	66.664%	0.72236	0.597
SIM-01534	46	0.713	48.649	105.759%	6.14	70.431%	0.91987	0.56
SIM-01535	72	0.743	61.777	85.801%	8.127	67.26%	0.65817	0.546
SIM-01536	41	0.585	48.033	117.154%	6.439	81.124%	1.02572	0.298
SIM-01537	71	0.704	68.388	96.321%	9.063	73.27%	0.81653	0.519
SIM-01538	95	0.793	72.81	76.642%	8.925	62.033%	0.53787	0.593
SIM-01539	42	0.649	49.657	118.231%	7.086	76.41%	1.13638	0.519
SIM-01540	89	0.75	69.026	77.557%	9.193	66.173%	0.54463	0.485
SIM-01541	42	0.635	45.403	108.102%	6.276	77.252%	0.94249	0.42
SIM-01542	21	0.614	28.056	133.6%	4.428	79.529%	1.5633	0.523
SIM-01543	44	0.639	46.643	106.007%	7.136	76.949%	0.95089	0.476
SIM-01544	45	0.731	43.676	97.058%	5.333	68.282%	0.78288	0.537
SIM-01545	80	0.794	59.268	74.085%	7.492	60.768%	0.51984	0.586
SIM-01546	60	0.713	55.047	91.745%	7.144	70.736%	0.81859	0.491
SIM-01547	78	0.674	74.959	96.101%	10.074	74.673%	0.84238	0.431
SIM-01548	82	0.741	69.267	84.472%	9.64	67.165%	0.62737	0.564
SIM-01549	58	0.726	48.169	83.05%	6.871	70.127%	0.71827	0.534
SIM-01550	68	0.7	63.454	93.315%	8.404	73.708%	0.77447	0.487
SIM-01551	61	0.809	47.749	78.277%	6.244	59.265%	0.57806	0.689
SIM-01552	45	0.752	40.227	89.393%	5.321	65.999%	0.78835	0.598
SIM-01553	57	0.646	59.256	103.958%	7.518	76.334%	0.85963	0.331
SIM-01554	85	0.719	71.472	84.085%	9.499	69.838%	0.64972	0.446
SIM-01555	67	0.711	62.337	93.04%	8.171	70.852%	0.81023	0.5
SIM-01556	55	0.848	39.935	72.609%	5.534	53.006%	0.65077	0.778
SIM-01557	79	0.709	70.484	89.22%	8.953	70.56%	0.68869	0.412
SIM-01558	64	0.809	50.365	78.695%	6.497	58.821%	0.60906	0.684
SIM-01559	67	0.776	57.309	85.536%	7.084	64.939%	0.76186	0.614
SIM-01560	46	0.719	49.397	107.385%	6.597	69.538%	0.9904	0.6
SIM-01561	82	0.781	62.836	76.629%	8.012	62.563%	0.56164	0.567
SIM-01562	54	0.729	54.612	101.133%	6.809	70.229%	0.8579	0.577
SIM-01563	55	0.746	49.741	90.438%	6.525	66.945%	0.75949	0.585
SIM-01564	67	0.694	62.643	93.497%	8.351	72.412%	0.74476	0.463
SIM-01565	83	0.708	70.567	85.02%	9.139	70.72%	0.62806	0.367
SIM-01566	57	0.712	50.432	88.477%	6.937	70.435%	0.78765	0.501
SIM-01567	74	0.756	60.623	81.923%	7.879	67.071%	0.62592	0.555
SIM-01568	74	0.706	67.807	91.631%	8.838	72.162%	0.73804	0.477
SIM-01569	58	0.736	54.658	94.238%	6.709	67.771%	0.71072	0.537
SIM-01570	85	0.708	78.117	91.902%	10.303	70.595%	0.66983	0.48
SIM-01571	54	0.706	54.204	100.378%	7.014	70.852%	0.82328	0.523
SIM-01572	58	0.669	60.118	103.652%	8.475	74.331%	0.82602	0.496
SIM-01573	57	0.689	56.796	99.642%	7.545	72.94%	0.86107	0.492
SIM-01574	66	0.685	61.198	92.724%	8.065	73.017%	0.7151	0.406
SIM-01575	66	0.713	60.714	91.991%	7.71	70.976%	0.77359	0.477
SIM-01576	77	0.771	64.429	83.674%	8.192	63.775%	0.62418	0.593
SIM-01577	79	0.777	63.3	80.127%	8.001	64.266%	0.62754	0.588
SIM-01578	56	0.748	48.442	86.504%	6.293	66.334%	0.6819	0.556
SIM-01579	66	0.778	57.311	86.835%	7.714	62.985%	0.6987	0.661
SIM-01580	81	0.75	66.71	82.358%	9.098	66.178%	0.6063	0.561
SIM-01581	57	0.723	52.429	91.981%	6.841	69.46%	0.83097	0.527
SIM-01582	62	0.734	53.998	87.094%	7.058	68.553%	0.69244	0.525
SIM-01583	60	0.69	58.44	97.4%	7.499	74.251%	0.80187	0.463
SIM-01584	57	0.707	52.757	92.556%	6.617	71.771%	0.7376	0.452
SIM-01585	88	0.826	63.618	72.293%	8.465	56.813%	0.55916	0.711
SIM-01586	83	0.786	59.767	72.008%	8.132	61.826%	0.52975	0.589
SIM-01587	58	0.772	51.005	87.94%	6.797	63.66%	0.73402	0.648
SIM-01588	54	0.639	58.248	107.867%	7.72	77.2%	1.00745	0.399
SIM-01589	55	0.682	53.783	97.787%	7.061	73.219%	0.79492	0.438
SIM-01590	52	0.826	43.392	83.446%	5.594	56.508%	0.64715	0.746
SIM-01591	41	0.649	44.654	108.912%	6.225	77.212%	1.04967	0.476
SIM-01592	74	0.806	55.655	75.209%	7.282	59.858%	0.59007	0.663
SIM-01593	65	0.677	63.929	98.352%	9.203	73.92%	0.88893	0.499
SIM-01594	70	0.726	62.513	89.304%	8.026	68.822%	0.71278	0.498
SIM-01595	51	0.617	58.394	114.498%	7.909	78.697%	1.01439	0.394
SIM-01596	57	0.702	52.807	92.644%	7.536	71.529%	0.80231	0.528
SIM-01597	39	0.718	39.728	101.867%	5.552	69.949%	0.9794	0.596
SIM-01598	65	0.781	55.766	85.794%	7.309	63.377%	0.6723	0.655
SIM-01599	77	0.757	56.641	73.56%	7.771	65.444%	0.50635	0.498
SIM-01600	55	0.665	57.164	103.935%	7.588	74.767%	0.8448	0.453
SIM-01601	56	0.686	53.275	95.134%	7.239	73.125%	0.80837	0.464
SIM-01602	67	0.689	60.92	90.925%	8.17	72.497%	0.71051	0.41
SIM-01603	69	0.796	58.966	85.458%	8.743	60.768%	0.68733	0.723
SIM-01604	74	0.764	57.658	77.916%	7.313	65.149%	0.61313	0.511
SIM-01605	53	0.713	52.14	98.377%	6.469	70.166%	0.82923	0.502
SIM-01606	70	0.776	53.713	76.733%	6.968	63.085%	0.55155	0.562
SIM-01607	64	0.748	58.641	91.627%	7.396	66.96%	0.77224	0.578
SIM-01608	61	0.755	52.126	85.452%	7.01	65.945%	0.737	0.595
SIM-01609	63	0.739	55.267	87.725%	7.185	69.46%	0.70266	0.55
SIM-01610	61	0.753	57.806	94.764%	7.775	68.455%	0.85019	0.638
SIM-01611	48	0.731	47.406	98.762%	5.953	68.286%	0.80002	0.566
SIM-01612	68	0.767	57.586	84.685%	7.152	64.227%	0.61046	0.572
SIM-01613	41	0.631	46.523	113.471%	6.26	77.646%	0.99784	0.428
SIM-01614	77	0.726	64.354	83.577%	8.304	68.961%	0.63113	0.43
SIM-01615	53	0.737	49.441	93.285%	6.228	67.552%	0.768	0.552
SIM-01616	78	0.741	70.412	90.272%	9.732	67.806%	0.76446	0.6
SIM-01617	68	0.733	60.845	89.478%	7.54	68.264%	0.70484	0.492
SIM-01618	86	0.766	67.498	78.486%	8.686	64.385%	0.57422	0.533
SIM-01619	60	0.701	57.015	95.025%	7.483	71.348%	0.73418	0.478
SIM-01620	63	0.785	50.025	79.405%	6.541	62.084%	0.60435	0.625
SIM-01621	75	0.701	67.048	89.397%	8.681	71.6%	0.74343	0.41
SIM-01622	59	0.647	59.558	100.946%	7.75	76.363%	0.83171	0.331
SIM-01623	62	0.665	63.347	102.173%	8.431	76.331%	0.97193	0.453
SIM-01624	34	0.777	32.971	96.974%	4.27	62.958%	0.90338	0.68
SIM-01625	63	0.807	53.213	84.465%	7.025	59.161%	0.76198	0.714
SIM-01626	85	0.767	71.746	84.407%	9.269	64.424%	0.62178	0.6
SIM-01627	77	0.779	63.199	82.077%	8.594	62.846%	0.6599	0.643
SIM-01628	78	0.686	74.45	95.449%	9.571	73.406%	0.74602	0.422
SIM-01629	61	0.696	58.926	96.6%	8.058	74.496%	0.85528	0.521
SIM-01630	53	0.685	55.078	103.921%	7.271	73.076%	0.8333	0.511
SIM-01631	48	0.801	40.558	84.496%	6.115	59.963%	0.78321	0.731
SIM-01632	51	0.641	53.455	104.814%	7.894	80.151%	1.22074	0.475
SIM-01633	61	0.788	52.056	85.338%	7.122	61.756%	0.65451	0.684
SIM-01634	77	0.665	68.283	88.679%	8.83	76.566%	0.7015	0.254
SIM-01635	59	0.786	46.674	79.108%	6.093	61.865%	0.63795	0.626
SIM-01636	57	0.767	50.087	87.872%	6.827	64.223%	0.78127	0.643
SIM-01637	44	0.695	44.824	101.873%	5.771	73.292%	0.97455	0.509
SIM-01638	69	0.698	62.499	90.578%	8.149	71.748%	0.74063	0.42
SIM-01639	50	0.747	44.035	88.07%	5.979	66.847%	0.74537	0.592
SIM-01640	56	0.71	51.774	92.454%	6.694	71.358%	0.78234	0.488
SIM-01641	76	0.715	69.241	91.107%	9.541	71.918%	0.69678	0.539
SIM-01642	63	0.713	59.618	94.632%	7.453	70.112%	0.71888	0.474
SIM-01643	29	0.547	40.262	138.834%	5.489	83.706%	1.28103	0.346
SIM-01644	67	0.726	62.175	92.799%	7.909	69.635%	0.73084	0.528
SIM-01645	70	0.706	62.581	89.401%	8.078	70.849%	0.68683	0.418
SIM-01646	72	0.739	61.073	84.824%	7.979	67.435%	0.70526	0.515
SIM-01647	80	0.778	65.311	81.639%	8.434	65.07%	0.63822	0.618
SIM-01648	48	0.672	50.598	105.412%	6.726	74.276%	0.93468	0.48
SIM-01649	67	0.706	62.236	92.89%	8.109	70.849%	0.69727	0.468
SIM-01650	57	0.761	50.988	89.453%	6.707	66.737%	0.7714	0.625
SIM-01651	48	0.684	47.136	98.2%	6.707	73.179%	0.90708	0.509
SIM-01652	62	0.732	60.885	98.202%	8.43	68.376%	0.83166	0.61
SIM-01653	54	0.771	45.476	84.215%	5.666	64.155%	0.7172	0.588
SIM-01654	46	0.704	44.463	96.659%	6.599	72.874%	1.07523	0.575
SIM-01655	57	0.685	55.442	97.267%	6.978	73.149%	0.81491	0.409
SIM-01656	56	0.649	57.083	101.934%	7.7	76.241%	0.9222	0.391
SIM-01657	46	0.684	45.641	99.22%	5.947	73.203%	0.85416	0.457
SIM-01658	61	0.689	55.456	90.911%	7.679	73.551%	0.72943	0.462
SIM-01659	44	0.617	50.049	113.748%	6.692	78.866%	1.06127	0.382
SIM-01660	54	0.672	57.734	106.915%	7.473	74.73%	1.04017	0.478
SIM-01661	83	0.756	71.862	86.581%	9.284	65.484%	0.6597	0.578
SIM-01662	53	0.681	53.244	100.46%	6.778	73.518%	0.86105	0.439
SIM-01663	40	0.785	38.334	95.835%	5.136	65.227%	0.85956	0.704
SIM-01664	95	0.701	79.88	84.084%	10.34	71.868%	0.64317	0.328
SIM-01665	69	0.753	57.5	83.333%	7.53	65.79%	0.62867	0.551
SIM-01666	42	0.667	45.888	109.257%	5.673	74.49%	0.89697	0.434
SIM-01667	67	0.721	59.365	88.604%	7.504	69.375%	0.66848	0.454
SIM-01668	55	0.769	50.086	91.065%	6.301	63.977%	0.74971	0.629
SIM-01669	38	0.528	47.147	124.071%	6.084	86.041%	1.18506	0.16
SIM-01670	59	0.767	52.491	88.968%	6.772	64.277%	0.70966	0.624
SIM-01671	74	0.838	56.868	76.849%	7.876	54.61%	0.60767	0.768
SIM-01672	54	0.665	54.384	100.711%	8.024	75.82%	0.91681	0.502
SIM-01673	51	0.719	50.48	98.98%	6.41	69.526%	0.7985	0.543
SIM-01674	28	0.64	35.267	125.954%	4.621	77.017%	1.20866	0.488
SIM-01675	46	0.798	40.355	87.728%	5.187	60.298%	0.72205	0.695
SIM-01676	56	0.759	51.831	92.555%	7.072	65.103%	0.7342	0.643
SIM-01677	61	0.751	54.913	90.021%	7.339	66.174%	0.73407	0.603
SIM-01678	32	0.675	35.402	110.631%	5.813	73.825%	1.22013	0.585
SIM-01679	68	0.735	55.179	81.146%	7.675	67.838%	0.63939	0.516
SIM-01680	57	0.752	51.033	89.532%	7.028	66.707%	0.71045	0.621
SIM-01681	62	0.673	57.385	92.556%	7.758	76.073%	0.76333	0.41
SIM-01682	72	0.758	62.846	87.286%	8.231	65.901%	0.72468	0.602
SIM-01683	56	0.676	56.199	100.355%	8.006	73.701%	0.84417	0.499
SIM-01684	34	0.698	37.285	109.662%	4.946	72.925%	1.07905	0.567
SIM-01685	34	0.667	39.074	114.924%	5.487	74.669%	1.13725	0.537
SIM-01686	83	0.718	69.277	83.466%	9.321	69.668%	0.62121	0.437
SIM-01687	51	0.729	47.145	92.441%	5.847	68.434%	0.726	0.505
SIM-01688	61	0.646	59.322	97.249%	8.326	76.324%	0.79468	0.372
SIM-01689	65	0.753	54.525	83.885%	7.666	67.495%	0.72987	0.607
SIM-01690	46	0.654	48.717	105.907%	6.688	76.717%	0.92996	0.463
SIM-01691	62	0.666	56.315	90.831%	7.148	75.347%	0.75816	0.237
SIM-01692	75	0.753	61.289	81.719%	7.779	66.951%	0.63365	0.519
SIM-01693	91	0.815	60.885	66.907%	7.715	59.7%	0.46297	0.598
SIM-01694	55	0.778	44.165	80.3%	6.035	63.264%	0.71375	0.635
SIM-01695	83	0.748	65.368	78.757%	8.838	66.43%	0.57957	0.513
SIM-01696	48	0.69	46.579	97.04%	6.196	73.021%	0.85588	0.478
SIM-01697	56	0.786	46.165	82.438%	5.924	63.15%	0.68601	0.643
SIM-01698	55	0.77	45.584	82.88%	6.102	63.966%	0.64667	0.617
SIM-01699	61	0.759	53.029	86.933%	6.853	65.64%	0.71207	0.594
SIM-01700	66	0.707	60.426	91.555%	8.4	72.029%	0.82505	0.522
SIM-01701	68	0.624	71.575	105.257%	9.358	79.661%	0.87884	0.332
SIM-01702	61	0.712	59.457	97.47%	7.75	70.455%	0.85006	0.528
SIM-01703	86	0.687	80.649	93.778%	11.071	72.685%	0.70739	0.46
SIM-01704	62	0.728	58.714	94.7%	7.839	69.835%	0.8006	0.576
SIM-01705	48	0.728	42.741	89.044%	6.244	68.953%	0.70956	0.585
SIM-01706	90	0.713	74.916	83.24%	9.928	70.202%	0.61194	0.399
SIM-01707	83	0.798	65.055	78.38%	8.416	60.268%	0.58789	0.652
SIM-01708	62	0.78	54.215	87.444%	7.106	62.809%	0.66091	0.662
SIM-01709	60	0.736	51.262	85.437%	6.515	67.924%	0.68541	0.483
SIM-01710	49	0.788	41.293	84.271%	5.341	61.673%	0.66332	0.657
SIM-01711	74	0.735	59.777	80.78%	7.702	68.615%	0.58015	0.442
SIM-01712	58	0.671	56.632	97.641%	7.494	74.202%	0.81634	0.407
SIM-01713	69	0.802	55.866	80.965%	6.939	59.721%	0.61807	0.661
SIM-01714	71	0.66	64.972	91.51%	9.71	75.138%	0.78448	0.42
SIM-01715	72	0.753	61.131	84.904%	8.116	65.829%	0.67517	0.574
SIM-01716	46	0.654	51.73	112.457%	6.601	75.719%	0.95935	0.445
SIM-01717	95	0.839	62.279	65.557%	8.179	54.527%	0.42774	0.706
SIM-01718	38	0.585	44.988	118.389%	5.633	81.305%	1.04232	0.235
SIM-01719	58	0.727	51.921	89.519%	6.523	68.758%	0.77393	0.48
SIM-01720	60	0.675	58.442	97.403%	7.505	74.311%	0.80513	0.403
SIM-01721	76	0.742	62.545	82.296%	8.529	67.01%	0.64012	0.535
SIM-01722	75	0.765	61.459	81.945%	8.016	65.233%	0.75527	0.584
SIM-01723	74	0.754	66.11	89.338%	8.742	67.048%	0.76082	0.608
SIM-01724	69	0.829	51.11	74.072%	7.043	56.209%	0.53835	0.739
SIM-01725	68	0.629	73.479	108.057%	9.348	77.9%	0.91851	0.319
SIM-01726	55	0.667	58.244	105.898%	8.169	74.885%	0.95191	0.501
SIM-01727	61	0.732	56.739	93.015%	7.242	68.738%	0.76863	0.547
SIM-01728	65	0.79	51.789	79.675%	6.923	62.936%	0.6727	0.657
SIM-01729	30	0.588	38.413	128.043%	5.611	80.988%	1.24187	0.434
SIM-01730	51	0.709	49.7	97.451%	6.444	72.501%	0.85451	0.528
SIM-01731	57	0.701	56.28	98.737%	7.438	72.587%	0.87585	0.523
SIM-01732	46	0.682	47.944	104.226%	6.215	73.244%	0.87854	0.483
SIM-01733	55	0.743	49.033	89.151%	5.983	68.183%	0.70357	0.524
SIM-01734	47	0.733	44.21	94.064%	5.682	69.417%	0.83872	0.566
SIM-01735	70	0.726	62.946	89.923%	8.139	68.787%	0.71669	0.509
SIM-01736	87	0.747	67.24	77.287%	8.964	66.629%	0.58358	0.472
SIM-01737	73	0.735	61.701	84.522%	8.922	68.631%	0.71225	0.574
SIM-01738	71	0.734	65.244	91.893%	8.925	68.654%	0.77042	0.585
SIM-01739	46	0.799	42.587	92.58%	5.637	60.091%	0.78084	0.72
SIM-01740	85	0.728	76.949	90.528%	10.703	68.66%	0.73224	0.565
SIM-01741	35	0.734	33.136	94.674%	4.652	67.856%	0.85198	0.607
SIM-01742	47	0.682	48.758	103.74%	6.253	73.186%	0.89055	0.471
SIM-01743	87	0.823	66.48	76.414%	8.277	57.529%	0.54358	0.699
SIM-01744	90	0.729	74.924	83.249%	10.0	70.014%	0.63976	0.495
SIM-01745	40	0.595	51.202	128.005%	7.226	81.818%	1.34049	0.444
SIM-01746	49	0.633	51.662	105.433%	7.199	79.989%	1.08042	0.425
SIM-01747	67	0.701	62.612	93.451%	8.495	73.661%	0.82361	0.51
SIM-01748	36	0.743	37.862	105.172%	5.143	67.531%	1.07102	0.649
SIM-01749	46	0.658	49.06	106.652%	6.709	77.991%	1.08142	0.482
SIM-01750	42	0.609	51.868	123.495%	7.444	79.353%	1.15399	0.453
SIM-01751	61	0.752	57.097	93.602%	7.214	66.131%	0.76447	0.601
SIM-01752	63	0.732	55.017	87.329%	7.192	68.263%	0.63762	0.517
SIM-01753	86	0.801	61.47	71.477%	7.951	59.933%	0.49816	0.605
SIM-01754	56	0.713	53.747	95.977%	7.553	71.369%	0.83834	0.568
SIM-01755	66	0.801	53.762	81.458%	6.891	60.908%	0.70406	0.677
SIM-01756	50	0.678	51.464	102.928%	6.741	73.55%	0.88023	0.465
SIM-01757	66	0.68	63.26	95.848%	8.452	73.565%	0.80807	0.434
SIM-01758	66	0.713	59.651	90.38%	7.358	70.802%	0.71135	0.428
SIM-01759	33	0.604	40.974	124.164%	5.526	80.605%	1.24318	0.425
SIM-01760	56	0.766	48.458	86.532%	6.365	64.296%	0.66315	0.616
SIM-01761	40	0.692	44.068	110.17%	5.871	72.267%	1.01389	0.553
SIM-01762	67	0.745	57.937	86.473%	7.679	67.61%	0.74689	0.567
SIM-01763	42	0.741	39.079	93.045%	5.341	67.831%	0.89408	0.606
SIM-01764	62	0.72	58.336	94.09%	7.542	69.43%	0.75961	0.523
SIM-01765	65	0.733	53.923	82.958%	7.164	69.257%	0.62904	0.5
SIM-01766	64	0.742	57.851	90.392%	7.117	67.249%	0.71651	0.531
SIM-01767	68	0.72	57.747	84.922%	7.561	69.605%	0.677	0.446
SIM-01768	54	0.706	52.366	96.974%	6.891	71.075%	0.86663	0.516
SIM-01769	28	0.645	31.945	114.089%	4.621	77.017%	1.22853	0.503
SIM-01770	49	0.703	46.088	94.057%	5.855	72.622%	0.8075	0.467
SIM-01771	95	0.782	73.417	77.281%	10.21	62.72%	0.60772	0.636
SIM-01772	56	0.769	47.681	85.145%	6.235	64.309%	0.71021	0.616
SIM-01773	64	0.686	63.141	98.658%	8.048	72.863%	0.80042	0.434
SIM-01774	56	0.791	47.682	85.146%	6.487	61.851%	0.75671	0.69
SIM-01775	55	0.722	53.417	97.122%	7.052	69.485%	0.90228	0.562
SIM-01776	58	0.716	57.564	99.248%	7.956	69.779%	0.80728	0.578
SIM-01777	72	0.672	67.317	93.496%	9.556	74.169%	0.77172	0.436
SIM-01778	74	0.727	60.653	81.964%	8.365	68.76%	0.67054	0.488
SIM-01779	73	0.805	58.503	80.141%	7.527	59.321%	0.59752	0.681
SIM-01780	73	0.72	68.642	94.03%	8.909	72.5%	0.83197	0.539
SIM-01781	75	0.765	64.658	86.211%	8.305	65.05%	0.66839	0.605
SIM-01782	73	0.648	67.239	92.108%	9.963	76.189%	0.77202	0.378
SIM-01783	45	0.618	49.484	109.964%	6.924	78.906%	0.98206	0.398
SIM-01784	56	0.77	47.424	84.686%	6.571	63.823%	0.66558	0.642
SIM-01785	59	0.795	51.499	87.286%	6.443	60.611%	0.72833	0.678
SIM-01786	80	0.789	63.886	79.858%	7.928	61.907%	0.61715	0.615
SIM-01787	57	0.741	49.314	86.516%	6.278	67.307%	0.69909	0.52
SIM-01788	70	0.688	64.068	91.526%	8.282	72.638%	0.71014	0.37
SIM-01789	60	0.716	56.729	94.548%	7.398	69.905%	0.79944	0.518
SIM-01790	41	0.613	44.598	108.776%	6.433	79.792%	1.08994	0.406
SIM-01791	74	0.777	58.599	79.188%	7.6	62.898%	0.59222	0.592
SIM-01792	65	0.789	50.093	77.066%	6.722	62.145%	0.56398	0.638
SIM-01793	55	0.688	50.848	92.451%	6.583	73.144%	0.84719	0.404
SIM-01794	60	0.746	54.313	90.522%	7.127	66.75%	0.71357	0.585
SIM-01795	37	0.662	39.094	105.659%	5.312	75.886%	1.01042	0.474
SIM-01796	71	0.787	61.018	85.941%	7.456	64.171%	0.67091	0.642
SIM-01797	84	0.721	72.767	86.627%	10.025	70.887%	0.69706	0.524
SIM-01798	90	0.736	74.21	82.456%	10.008	69.729%	0.62789	0.521
SIM-01799	87	0.809	63.76	73.287%	8.296	58.809%	0.5574	0.654
SIM-01800	41	0.688	40.254	98.18%	6.001	73.314%	0.94597	0.545
SIM-01801	78	0.775	63.984	82.031%	8.439	63.253%	0.63969	0.617
SIM-01802	63	0.756	50.321	79.875%	7.365	66.955%	0.76616	0.609
SIM-01803	52	0.788	46.157	88.763%	5.648	61.625%	0.68809	0.655
SIM-01804	62	0.739	56.237	90.705%	7.386	67.425%	0.69555	0.567
