Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SIM-10035	95	0.774	72.315	76.121%	9.763	63.417%	0.51528	0.584
SIM-10048	39	0.679	42.917	110.044%	5.64	73.427%	0.96615	0.513
SIM-10088	81	0.727	71.731	88.557%	9.921	68.956%	0.71381	0.55
SIM-10130	36	0.713	38.986	108.294%	5.441	70.243%	0.9748	0.605
SIM-10159	95	0.774	76.81	80.853%	9.333	63.357%	0.54638	0.543
SIM-10178	21	0.69	25.038	119.229%	4.171	72.608%	1.25893	0.628
SIM-10181	22	0.651	25.026	113.755%	3.877	76.034%	1.33044	0.535
SIM-10228	22	0.551	30.261	137.55%	4.284	84.016%	1.405	0.382
SIM-10243	42	0.639	48.855	116.321%	6.719	77.072%	1.0911	0.473
SIM-10251	97	0.737	77.265	79.655%	10.564	68.621%	0.56954	0.502
SIM-10287	69	0.714	62.665	90.819%	8.344	71.288%	0.79879	0.51
SIM-10291	96	0.84	64.109	66.78%	8.693	55.651%	0.49842	0.729
SIM-10309	22	0.753	26.694	121.336%	3.844	65.924%	1.26184	0.702
SIM-10354	44	0.655	50.513	114.802%	6.588	75.57%	1.0001	0.474
SIM-10355	53	0.684	52.326	98.728%	7.492	74.548%	0.95429	0.523
SIM-10356	73	0.722	63.241	86.632%	8.405	69.8%	0.69451	0.493
SIM-10376	92	0.796	69.937	76.018%	9.016	61.064%	0.53524	0.629
SIM-10410	75	0.723	64.863	86.484%	8.714	71.388%	0.69619	0.515
SIM-10463	52	0.782	51.078	98.227%	6.543	62.385%	0.78118	0.691
SIM-10464	86	0.788	66.599	77.441%	9.056	61.906%	0.58034	0.643
SIM-10477	81	0.747	63.199	78.023%	8.865	68.599%	0.64071	0.545
SIM-10544	94	0.778	76.811	81.714%	10.584	64.652%	0.62948	0.649
SIM-10551	54	0.664	56.07	103.833%	7.624	75.489%	0.85963	0.468
SIM-10589	44	0.694	48.047	109.198%	6.134	72.29%	0.98819	0.535
SIM-10597	39	0.636	43.426	111.349%	5.76	77.668%	0.98173	0.422
SIM-10601	93	0.726	81.849	88.01%	10.711	69.284%	0.68662	0.505
SIM-10667	115	0.81	69.925	60.804%	9.998	58.812%	0.41021	0.591
SIM-10709	50	0.67	52.876	105.752%	7.0	76.376%	0.90099	0.486
SIM-10725	80	0.818	56.874	71.092%	8.103	59.097%	0.53856	0.712
SIM-10770	17	0.61	22.667	133.335%	3.657	79.802%	1.69964	0.521
SIM-10835	71	0.781	58.256	82.051%	7.576	62.486%	0.60397	0.627
SIM-10973	50	0.777	43.547	87.094%	5.933	63.246%	0.73492	0.664
SIM-10987	47	0.728	43.57	92.702%	5.879	68.808%	0.83363	0.564
SIM-11021	54	0.771	45.563	84.376%	6.114	63.743%	0.66917	0.63
SIM-11046	56	0.724	56.001	100.002%	7.331	71.205%	0.89391	0.584
SIM-11067	21	0.635	24.885	118.5%	4.231	81.426%	1.80625	0.55
