Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SIM-10035	95	0.832	65.546	68.996%	8.549	55.532%	0.43532	0.701
SIM-10048	39	0.703	40.603	104.11%	5.467	71.174%	0.92401	0.556
SIM-10088	81	0.785	66.403	81.979%	8.925	62.033%	0.64346	0.653
SIM-10130	36	0.757	33.968	94.356%	5.057	65.286%	0.94133	0.671
SIM-10159	95	0.79	71.657	75.428%	9.106	61.816%	0.49727	0.593
SIM-10178	21	0.736	23.776	113.219%	3.916	68.169%	1.09348	0.687
SIM-10181	22	0.656	25.221	114.641%	3.851	75.524%	1.32326	0.543
SIM-10228	22	0.584	29.776	135.345%	4.153	81.447%	1.34511	0.432
SIM-10243	42	0.66	48.004	114.295%	6.551	75.145%	1.00759	0.508
SIM-10251	97	0.799	69.793	71.952%	9.282	60.293%	0.50737	0.624
SIM-10287	69	0.756	57.562	83.423%	7.663	65.469%	0.65621	0.575
SIM-10291	96	0.83	65.089	67.801%	8.778	56.195%	0.45327	0.704
SIM-10309	22	0.76	26.125	118.75%	3.833	65.735%	1.16274	0.715
SIM-10354	44	0.659	50.688	115.2%	6.563	75.283%	0.9778	0.481
SIM-10355	53	0.722	48.84	92.151%	7.032	69.971%	0.87894	0.58
SIM-10356	73	0.729	66.07	90.507%	8.287	68.82%	0.71658	0.504
SIM-10376	92	0.826	66.706	72.507%	8.329	56.411%	0.47706	0.683
SIM-10410	75	0.789	58.053	77.404%	7.512	61.541%	0.5983	0.616
SIM-10463	52	0.803	47.524	91.392%	6.251	59.601%	0.73111	0.723
SIM-10464	86	0.837	61.313	71.294%	8.018	54.81%	0.52471	0.73
SIM-10477	81	0.768	63.92	78.914%	8.276	64.042%	0.58802	0.554
SIM-10544	94	0.86	62.598	66.594%	8.347	50.987%	0.45297	0.777
SIM-10551	54	0.741	52.725	97.639%	6.783	67.162%	0.82255	0.599
SIM-10589	44	0.722	45.197	102.72%	5.879	69.285%	0.90674	0.58
SIM-10597	39	0.679	43.158	110.662%	5.448	73.461%	0.90544	0.493
SIM-10601	93	0.768	78.872	84.809%	9.901	64.044%	0.61542	0.586
SIM-10667	115	0.839	69.257	60.223%	9.258	54.459%	0.38015	0.658
SIM-10709	50	0.732	46.963	93.926%	6.273	68.444%	0.80559	0.576
SIM-10725	80	0.834	55.525	69.406%	7.571	55.217%	0.51994	0.726
SIM-10770	17	0.627	23.512	138.306%	3.574	77.991%	1.54845	0.54
SIM-10835	71	0.822	53.012	74.665%	6.92	57.075%	0.59327	0.707
SIM-10973	50	0.791	42.559	85.118%	5.788	61.7%	0.73456	0.689
SIM-10987	47	0.752	43.983	93.581%	5.635	65.953%	0.7968	0.604
SIM-11021	54	0.791	43.325	80.231%	5.863	61.126%	0.631	0.665
SIM-11046	56	0.756	52.031	92.912%	6.825	66.29%	0.7925	0.626
SIM-11067	21	0.658	25.935	123.5%	3.929	75.614%	1.36758	0.565
