Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SIM-10035	95	0.774	72.315	76.121%	9.763	63.417%	0.51528	0.584
SIM-10048	39	0.699	40.973	105.059%	5.506	71.682%	0.97113	0.552
SIM-10088	81	0.753	70.221	86.693%	9.529	66.231%	0.69939	0.602
SIM-10130	36	0.713	38.986	108.294%	5.441	70.243%	0.9748	0.605
SIM-10159	95	0.769	75.782	79.771%	9.42	63.947%	0.53721	0.529
SIM-10178	21	0.69	25.038	119.229%	4.171	72.608%	1.25893	0.628
SIM-10181	22	0.651	25.026	113.755%	3.877	76.034%	1.33044	0.535
SIM-10228	22	0.518	31.1	141.364%	4.454	87.35%	1.58242	0.344
SIM-10243	42	0.639	48.855	116.321%	6.719	77.072%	1.0911	0.473
SIM-10251	97	0.748	74.448	76.751%	10.263	66.665%	0.54588	0.512
SIM-10287	69	0.714	62.665	90.819%	8.344	71.288%	0.79879	0.51
SIM-10291	96	0.84	64.109	66.78%	8.693	55.651%	0.49842	0.729
SIM-10309	22	0.753	26.694	121.336%	3.844	65.924%	1.26184	0.702
SIM-10354	44	0.655	50.513	114.802%	6.588	75.57%	1.0001	0.474
SIM-10355	53	0.684	52.326	98.728%	7.492	74.548%	0.95429	0.523
SIM-10356	73	0.733	63.101	86.44%	8.227	68.322%	0.68384	0.511
SIM-10376	92	0.796	69.937	76.018%	9.016	61.064%	0.53524	0.629
SIM-10410	75	0.723	64.863	86.484%	8.714	71.388%	0.69619	0.515
SIM-10463	52	0.782	51.078	98.227%	6.543	62.385%	0.78118	0.691
SIM-10464	86	0.827	63.644	74.005%	8.265	56.498%	0.52761	0.716
SIM-10477	81	0.76	64.894	80.116%	8.397	64.978%	0.59219	0.534
SIM-10544	94	0.812	73.758	78.466%	9.881	60.358%	0.59194	0.708
SIM-10551	54	0.72	53.649	99.35%	7.031	69.617%	0.86325	0.563
SIM-10589	44	0.694	48.047	109.198%	6.134	72.29%	0.98819	0.535
SIM-10597	39	0.594	44.106	113.092%	6.002	80.931%	1.06714	0.331
SIM-10601	93	0.754	80.145	86.177%	10.189	65.907%	0.64483	0.561
SIM-10667	115	0.812	75.562	65.706%	9.96	58.588%	0.42959	0.599
SIM-10709	50	0.689	51.34	102.68%	6.774	73.91%	0.91317	0.514
SIM-10725	80	0.818	56.874	71.092%	8.103	59.097%	0.53856	0.712
SIM-10770	17	0.66	21.371	125.712%	3.444	75.154%	1.52858	0.585
SIM-10835	71	0.781	57.665	81.218%	7.594	62.634%	0.62507	0.631
SIM-10973	50	0.777	43.547	87.094%	5.933	63.246%	0.73492	0.664
SIM-10987	47	0.728	43.57	92.702%	5.879	68.808%	0.83363	0.564
SIM-11021	54	0.771	45.563	84.376%	6.114	63.743%	0.66917	0.63
SIM-11046	56	0.724	56.001	100.002%	7.331	71.205%	0.89391	0.584
SIM-11067	21	0.635	24.885	118.5%	4.231	81.426%	1.80625	0.55
