Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SIM-10035	95	0.716	78.051	82.159%	10.779	70.017%	1000.0	0.45
SIM-10048	39	0.646	45.014	115.421%	5.861	76.304%	1.00596	0.452
SIM-10088	81	0.611	84.46	104.272%	11.462	79.666%	1000.0	0.301
SIM-10130	36	0.538	48.547	134.853%	6.541	84.444%	1.29919	0.296
SIM-10159	95	0.731	80.076	84.291%	10.11	68.631%	0.6367	0.446
SIM-10178	21	0.505	29.597	140.938%	4.977	86.638%	1.52733	0.374
SIM-10181	22	0.489	32.108	145.945%	4.455	87.37%	1.55701	0.25
SIM-10228	22	0.533	30.766	139.845%	4.329	84.899%	1.47063	0.345
SIM-10243	42	0.582	52.201	124.288%	7.09	81.328%	1000.0	0.36
SIM-10251	97	0.683	83.683	86.271%	11.355	73.759%	0.69212	0.358
SIM-10287	69	0.629	67.009	97.114%	9.19	78.515%	1000.0	0.298
SIM-10291	96	0.723	76.757	79.955%	10.822	69.281%	0.5952	0.468
SIM-10309	22	0.567	30.726	139.664%	4.834	82.902%	1.36899	0.475
SIM-10354	44	0.539	53.925	122.557%	7.361	84.436%	1.13322	0.218
SIM-10355	53	0.584	59.776	112.785%	8.192	81.513%	1000.0	0.297
SIM-10356	73	0.666	70.221	96.193%	9.449	78.47%	0.84494	0.427
SIM-10376	92	0.714	77.878	84.65%	10.387	70.35%	1000.0	0.436
SIM-10410	75	0.68	68.533	91.377%	9.011	73.821%	0.77163	0.374
SIM-10463	52	0.581	59.789	114.979%	8.545	81.473%	1.10642	0.337
SIM-10464	86	0.733	74.318	86.416%	9.953	68.037%	1000.0	0.526
SIM-10477	81	0.698	73.49	90.728%	9.371	72.515%	0.72205	0.41
SIM-10544	94	0.709	83.92	89.277%	11.543	70.51%	0.65331	0.493
SIM-10551	54	0.592	60.995	112.954%	8.18	80.994%	1000.0	0.302
SIM-10589	44	0.6	51.112	116.164%	6.799	80.127%	1000.0	0.343
SIM-10597	39	0.608	43.239	110.869%	5.902	79.583%	1.04904	0.348
SIM-10601	93	0.707	86.181	92.668%	10.958	70.881%	1000.0	0.451
SIM-10667	115	0.799	74.695	64.952%	10.263	60.371%	1000.0	0.562
SIM-10709	50	0.64	54.791	109.582%	7.105	77.522%	0.96931	0.404
SIM-10725	80	0.735	63.504	79.38%	9.301	67.835%	0.60094	0.536
SIM-10770	17	0.434	26.939	158.465%	4.131	90.146%	1.79246	0.233
SIM-10835	71	0.7	65.065	91.641%	8.67	71.509%	0.74264	0.457
SIM-10973	50	0.728	47.912	95.824%	6.43	68.544%	0.73648	0.578
SIM-10987	47	0.693	45.061	95.874%	6.381	74.684%	1.15617	0.527
SIM-11021	54	0.672	53.071	98.28%	7.113	74.158%	1000.0	0.429
SIM-11046	56	0.653	56.706	101.261%	7.806	75.819%	0.93949	0.415
SIM-11067	21	0.416	32.546	154.981%	4.735	91.125%	1.64516	0.131
